indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
12,2,123,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\012.wav,ok,6.052,
13,2,123,Será que o ônibus passa por esta rua?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\013.wav,ok,3.778,
14,2,123,O técnico resolveu o problema em poucos minutos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\014.wav,ok,1.929,
15,2,123,"Depois que a energia voltou, todos retomaram suas atividades normalmente",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\015.wav,ok,4.253,
16,2,123,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\016.wav,ok,4.114,
17,2,123,Você pode repetir a última informação?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\017.wav,ok,3.269,
18,2,123,A encomenda chegou exatamente no prazo informado pela transportadora,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\018.wav,ok,3.951,
19,2,123,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\019.wav,ok,3.880,
20,2,123,Faz bastante calor hoje,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\020.wav,ok,2.147,
21,2,123,O professor pediu que os alunos entregassem os trabalhos até a próxima semana,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\021.wav,ok,3.368,
22,2,123,Eu não esperava encontrar tanta gente naquele horário,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\022.wav,ok,2.602,
23,2,123,Qual foi a primeira cidade que você visitou durante as férias?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\023.wav,ok,2.380,
24,2,123,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\024.wav,ok,3.135,
25,2,123,O cachorro correu até o portão assim que ouviu o carro se aproximando,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\025.wav,ok,2.894,
26,2,123,Você sabe onde fica a biblioteca central?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\026.wav,ok,2.182,
27,2,123,O relatório foi concluído,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\027.wav,ok,1.587,
28,2,123,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\028.wav,ok,3.385,
29,2,123,Que horas são agora?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\029.wav,ok,1.009,
30,2,123,A médica explicou com calma cada etapa do tratamento recomendado,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\030.wav,ok,2.953,
31,2,123,O grupo decidiu antecipar a saída,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\031.wav,ok,1.963,
32,2,123,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\032.wav,ok,5.267,
33,2,123,O restaurante estava lotado,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\033.wav,ok,1.198,
34,2,123,Você já assistiu ao filme que foi lançado na semana passada?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\034.wav,ok,3.019,
35,2,123,"Depois de vários testes, conseguimos identificar a origem do problema",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\035.wav,ok,3.699,
36,2,123,A praia estava praticamente vazia naquela manhã de terça-feira,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\036.wav,ok,3.101,
37,2,123,O resultado saiu mais cedo do que imaginávamos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\037.wav,ok,2.248,
38,2,123,Eu precisava apenas de alguns minutos para terminar aquela tarefa,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\038.wav,ok,4.733,
39,2,123,A apresentação terminou com aplausos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\039.wav,ok,2.285,
40,2,123,Você pretende viajar durante o feriado?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\4.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\040.wav,ok,2.248,
41,2,123,O elevador parou no décimo segundo andar,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\041.wav,ok,2.196,
42,2,123,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\042.wav,ok,4.087,
43,2,123,O mercado fecha às oito horas da noite,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\043.wav,ok,2.546,
44,2,123,A criança ficou observando atentamente os peixes coloridos dentro do aquário,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\044.wav,ok,4.030,
45,2,123,Você conseguiu falar com o responsável?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\045.wav,ok,2.351,
46,2,123,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\046.wav,ok,4.438,
47,2,123,Hoje acordei mais cedo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\047.wav,ok,1.581,
48,2,123,O pesquisador apresentou resultados preliminares bastante promissores durante o seminário,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\048.wav,ok,4.715,
49,2,123,Parece que vai chover novamente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\049.wav,ok,1.416,
50,2,123,Qual é a melhor maneira de chegar ao centro da cidade?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\5.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\050.wav,ok,2.547,
51,2,123,O sistema voltou a funcionar normalmente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\051.wav,ok,2.268,
52,2,123,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\052.wav,ok,5.381,
53,2,123,O livro estava sobre a mesa,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\053.wav,ok,1.523,
54,2,123,Você poderia verificar se a porta foi realmente trancada antes de sairmos?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\054.wav,ok,4.412,
55,2,123,A estudante apresentou seu trabalho com confiança,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\055.wav,ok,2.598,
56,2,123,Na semana passada houve uma queda de energia que afetou vários bairros da cidade,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\056.wav,ok,5.217,
57,2,123,Ainda falta muito?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\057.wav,ok,1.860,
58,2,123,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\058.wav,ok,2.935,
59,2,123,O evento foi um sucesso,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\059.wav,ok,1.500,
60,2,123,Meu irmão chegou em casa pouco antes do jantar,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\6.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\060.wav,ok,3.252,
61,2,123,A reunião começou às nove horas,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\061.wav,ok,1.743,
62,2,123,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\062.wav,ok,4.456,
63,2,123,Você já terminou a leitura daquele artigo?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\063.wav,ok,2.110,
64,2,123,O avião pousou sem atrasos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\064.wav,ok,1.948,
65,2,123,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\065.wav,ok,4.752,
66,2,123,O atendimento foi rápido,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\066.wav,ok,1.412,
67,2,123,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\067.wav,ok,4.754,
68,2,123,O celular descarregou no meio da viagem,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\068.wav,ok,2.283,
69,2,123,Que notícia excelente!,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\069.wav,ok,2.751,
70,2,123,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\7.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\070.wav,ok,11.705,
71,2,123,O médico chegou pontualmente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\071.wav,ok,1.689,
72,2,123,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\072.wav,ok,3.199,
73,2,123,O pôr do sol estava especialmente bonito hoje,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\073.wav,ok,2.099,
74,2,123,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\074.wav,ok,3.682,
75,2,123,O ônibus atrasou alguns minutos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\075.wav,ok,1.552,
76,2,123,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\076.wav,ok,3.280,
77,2,123,Já está tudo pronto?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\077.wav,ok,0.964,
78,2,123,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\078.wav,ok,3.439,
79,2,123,A fila estava enorme,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\079.wav,ok,1.580,
80,2,123,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\8.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\080.wav,ok,4.002,
81,2,123,Hoje foi um dia tranquilo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\081.wav,ok,1.462,
82,2,123,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\082.wav,ok,4.931,
83,2,123,Você ouviu aquele barulho estranho?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\083.wav,ok,2.634,
84,2,123,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\084.wav,ok,5.802,
85,2,123,O trânsito melhorou bastante,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\085.wav,ok,1.767,
86,2,123,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\086.wav,ok,5.533,
87,2,123,O relógio marcou exatamente sete horas da manhã,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\087.wav,ok,3.493,
88,2,123,O funcionário organizou os documentos para facilitar futuras consultas,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\088.wav,ok,5.251,
89,2,123,O jantar estava ótimo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\089.wav,ok,1.450,
90,2,123,Será que ainda há vagas disponíveis?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\9.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\090.wav,ok,2.318,
91,2,123,A entrega foi realizada com sucesso,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\091.wav,ok,2.231,
92,2,123,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\092.wav,ok,5.435,
93,2,123,O teatro estava cheio naquela noite,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\093.wav,ok,1.825,
94,2,123,Você costuma acordar cedo nos fins de semana?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\094.wav,ok,2.602,
95,2,123,O comerciante percebeu um aumento significativo no movimento durante o período de férias,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\095.wav,ok,5.884,
96,2,123,O parque abriu normalmente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\096.wav,ok,1.695,
97,2,123,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\097.wav,ok,4.991,
98,2,123,O tempo mudou rapidamente,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\098.wav,ok,1.579,
99,2,123,Eu gostaria de confirmar o horário exato da próxima reunião,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\099.wav,ok,2.730,
100,2,123,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\10.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v2\100.wav,ok,6.790,
1,3,456,Hoje o trânsito estava tranquilo,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\001.wav,ok,1.432,
2,3,456,Você conseguiu encontrar o endereço correto da reunião?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\002.wav,ok,2.025,
3,3,456,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\003.wav,ok,3.734,
4,3,456,O café estava tão quente que precisei esperar alguns minutos antes de beber,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\004.wav,ok,3.388,
5,3,456,Que surpresa agradável encontrar vocês por aqui!,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\005.wav,ok,2.294,
6,3,456,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\006.wav,ok,3.798,
7,3,456,Ontem eu passei rapidamente no mercado,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\007.wav,ok,2.184,
8,3,456,Você lembra qual foi o horário combinado para o encontro de amanhã?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\008.wav,ok,2.867,
9,3,456,"Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\009.wav,ok,3.511,
10,3,456,O computador reiniciou sozinho,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\1.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\010.wav,ok,1.497,
11,3,456,Ainda não recebi a confirmação da inscrição,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\011.wav,ok,2.882,
12,3,456,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\012.wav,ok,5.036,
13,3,456,Será que o ônibus passa por esta rua?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\013.wav,ok,2.148,
14,3,456,O técnico resolveu o problema em poucos minutos,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\014.wav,ok,2.398,
15,3,456,"Depois que a energia voltou, todos retomaram suas atividades normalmente",original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\015.wav,ok,3.438,
16,3,456,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\016.wav,ok,3.823,
17,3,456,Você pode repetir a última informação?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\017.wav,ok,1.659,
18,3,456,A encomenda chegou exatamente no prazo informado pela transportadora,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\018.wav,ok,2.666,
19,3,456,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\019.wav,ok,4.169,
20,3,456,Faz bastante calor hoje,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\2.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\020.wav,ok,1.801,
21,3,456,O professor pediu que os alunos entregassem os trabalhos até a próxima semana,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\021.wav,ok,2.754,
22,3,456,Eu não esperava encontrar tanta gente naquele horário,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\022.wav,ok,1.963,
23,3,456,Qual foi a primeira cidade que você visitou durante as férias?,original,XTTS_v2_original,model.pth,modelo_base_oficial,E:\git\coqui-ai-TTS\refs\3.wav,E:\git\coqui-ai-TTS\outputs_final_experiment\original\v3\023.wav,ok,2.894,
