modelo,condicao,indice,variacao_escolhida,score_composto,lev_sim,mos_principal,mos_principal_fonte,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,status,erro,lev_norm01,mos_norm01
fishspeech,original,84,v3,0.8851,0.8851,3.6943,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\084.wav,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,A excepcionista confirmou a Zé Zerde e imediatamente após localizar os dados no sistema.,5.898,10,,3.6943,3.398,4.3112,3.8509,4.1482,3.7851,3.553,3.6181,ok,,0.8851,
fishspeech,original,85,v2,1.0,1.0,4.0881,nisqa_overall,fishspeech\outputs_final_experiment\original\v2\085.wav,O trânsito melhorou bastante.,o trânsito melhorou bastante.,1.997,0,,4.0881,3.7064,4.4923,4.0112,3.7403,3.2609,3.2825,3.8976,ok,,1.0,
fishspeech,original,86,v1,0.9326,0.9326,3.8288,nisqa_overall,fishspeech\outputs_final_experiment\original\v1\086.wav,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes.","Enquanto caminhava pela hora laboserevei, crianças brincando e pessoas praticando esportes.",7.198,6,,3.8288,3.9081,4.2498,3.684,3.8612,3.7413,3.4191,4.0242,ok,,0.9326,
fishspeech,original,87,v3,1.0,1.0,4.1213,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,5.062,0,,4.1213,3.5461,4.4399,4.2391,4.1016,3.5675,3.6665,4.1319,ok,,1.0,
fishspeech,original,88,v2,1.0,1.0,4.0913,nisqa_overall,fishspeech\outputs_final_experiment\original\v2\088.wav,O funcionário organizou os documentos para facilitar futuras consultas.,O funcionário organizou os documentos para facilitar futuras consultas.,10.124,0,,4.0913,3.6581,4.4767,3.8571,4.1719,3.9322,3.4614,3.8862,ok,,1.0,
fishspeech,original,89,v3,0.56,0.56,3.597,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\089.wav,O jantar estava ótimo.,Vou juntar isso na última.,1.904,11,,3.597,3.6785,4.2027,3.5515,3.5511,3.4504,3.3362,3.2493,ok,,0.56,
fishspeech,original,90,v2,1.0,1.0,4.3515,nisqa_overall,fishspeech\outputs_final_experiment\original\v2\090.wav,Será que ainda há vagas disponíveis?,Será que ainda há vagas disponíveis?,2.786,0,,4.3515,3.9218,4.5722,4.2562,4.2123,3.2031,3.3806,4.0275,ok,,1.0,
fishspeech,original,91,v2,1.0,1.0,3.8322,nisqa_overall,fishspeech\outputs_final_experiment\original\v2\091.wav,A entrega foi realizada com sucesso.,A entrega foi realizada com sucesso.,8.081,0,,3.8322,2.7481,4.3874,4.1446,4.1265,2.5205,3.515,3.9936,ok,,1.0,
fishspeech,original,92,v3,1.0,1.0,3.203,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",6.966,0,,3.203,2.3572,4.0922,3.4841,3.6147,3.1337,3.6979,3.5153,ok,,1.0,
fishspeech,original,93,v2,1.0,1.0,2.675,nisqa_overall,fishspeech\outputs_final_experiment\original\v2\093.wav,O teatro estava cheio naquela noite.,O teatro estava cheio naquela noite.,3.019,0,,2.675,2.6199,3.9535,3.1057,3.1723,2.9654,3.618,3.2985,ok,,1.0,
fishspeech,original,94,v3,1.0,1.0,2.6882,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\094.wav,Você costuma acordar cedo nos fins de semana?,Você costuma acordar cedo nos fins de semana?,5.805,0,,2.6882,2.5608,3.973,3.2858,3.0504,2.8286,3.7767,3.8458,ok,,1.0,
fishspeech,original,95,v3,1.0,1.0,3.5911,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\095.wav,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,7.198,0,,3.5911,2.7259,4.2377,3.8871,4.1331,3.3803,3.6521,4.0386,ok,,1.0,
fishspeech,original,96,v1,1.0,1.0,4.084,nisqa_overall,fishspeech\outputs_final_experiment\original\v1\096.wav,O parque abriu normalmente.,O parque abriu normalmente.,2.415,0,,4.084,2.498,4.3524,3.9962,4.4191,2.8615,3.2883,2.95,ok,,1.0,
fishspeech,original,97,v3,1.0,1.0,3.1886,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,7.059,0,,3.1886,2.7408,4.0649,3.4955,3.5135,3.1521,3.6814,3.7418,ok,,1.0,
fishspeech,original,98,v3,1.0,1.0,3.3149,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\098.wav,O tempo mudou rapidamente.,O tempo mudou rapidamente.,3.483,0,,3.3149,2.7428,3.9442,3.4132,3.4904,2.8984,3.2393,3.6872,ok,,1.0,
fishspeech,original,99,v1,1.0,1.0,3.655,nisqa_overall,fishspeech\outputs_final_experiment\original\v1\099.wav,Eu gostaria de confirmar o horário exato da próxima reunião.,Eu gostaria de confirmar o horário exato da próxima reunião.,8.22,0,,3.655,2.9385,4.2496,4.019,4.1388,3.2135,3.6716,3.9795,ok,,1.0,
fishspeech,original,100,v3,1.0,1.0,4.0735,nisqa_overall,fishspeech\outputs_final_experiment\original\v3\100.wav,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto.","Após uma longa jornada de trabalho, todos comemoraram o encerramento bem sucedido do projeto.",7.245,0,,4.0735,2.7379,4.4797,4.1171,4.3471,3.3195,3.6237,3.6627,ok,,1.0,
fishspeech,ajustado,1,v3,0.625,0.625,4.0257,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\001.wav,Hoje o trânsito estava tranquilo.,O chefe transitava tranquilo.,2.09,12,,4.0257,2.823,4.3343,3.7271,4.2635,3.4059,3.4105,3.727,ok,,0.625,
fishspeech,ajustado,2,v2,1.0,1.0,3.3496,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\002.wav,Você conseguiu encontrar o endereço correto da reunião?,você conseguiu encontrar o endereço correto da reunião.,5.155,0,,3.3496,2.1436,3.782,3.0374,3.989,3.6579,3.779,3.812,ok,,1.0,
fishspeech,ajustado,3,v2,1.0,1.0,4.1169,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\003.wav,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.","Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.",9.892,0,,4.1169,2.5212,4.6854,4.1131,3.8087,3.3543,3.6929,3.8633,ok,,1.0,
fishspeech,ajustado,4,v2,1.0,1.0,3.406,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\004.wav,O café estava tão quente que precisei esperar alguns minutos antes de beber.,O café estava tão quente que precisei esperar alguns minutos antes de beber.,5.201,0,,3.406,2.7984,4.2939,3.2442,3.9977,2.8997,3.4393,3.4044,ok,,1.0,
fishspeech,ajustado,5,v2,1.0,1.0,3.4056,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\005.wav,Que surpresa agradável encontrar vocês por aqui!,Que surpresa agradável encontrar vocês por aqui.,3.994,0,,3.4056,3.1894,3.4535,3.4427,3.4851,3.4921,3.6903,4.0459,ok,,1.0,
fishspeech,ajustado,6,v1,0.978,0.978,3.7039,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\006.wav,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite.,A previsão indica a possibilidade de chuva forte entre o final da tarde e o início da noite.,7.755,2,,3.7039,2.9753,4.2866,3.8531,4.233,3.5521,3.5986,4.0748,ok,,0.978,
fishspeech,ajustado,7,v3,1.0,1.0,3.7148,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,3.808,0,,3.7148,2.861,4.3675,3.8398,4.0009,3.2925,3.4048,3.7992,ok,,1.0,
fishspeech,ajustado,8,v2,0.9706,0.9706,3.6027,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\008.wav,Você lembra qual foi o horário combinado para o encontro de amanhã?,E você lembra... Qual foi o horário combinado para o encontro de amanhã?,5.155,2,,3.6027,2.2137,4.4657,3.7856,4.0058,2.8887,3.5575,3.506,ok,,0.9706,
fishspeech,ajustado,9,v2,0.9425,0.9425,3.9915,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\009.wav,"Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada.",Durante a viagem ao Impériô observamos várias paisagens diferentes ao longo da estrada.,12.167,5,,3.9915,2.6371,4.5687,3.9595,4.2643,3.3243,3.6745,3.9368,ok,,0.9425,
fishspeech,ajustado,10,v1,1.0,1.0,3.7857,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\010.wav,O computador reiniciou sozinho.,O computador reiniciou sozinho.,4.458,0,,3.7857,3.073,4.1204,3.8661,4.2746,3.5072,3.6395,4.1436,ok,,1.0,
fishspeech,ajustado,11,v3,1.0,1.0,3.7461,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\011.wav,Ainda não recebi a confirmação da inscrição.,ainda não recebi a confirmação da inscrição,9.427,0,,3.7461,3.2889,4.0086,3.8136,3.4653,3.6002,3.6675,3.7327,ok,,1.0,
fishspeech,ajustado,12,v1,1.0,1.0,3.4702,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",13.978,0,,3.4702,3.0755,3.9471,3.2082,3.7404,3.8904,3.6745,3.6566,ok,,1.0,
fishspeech,ajustado,13,v2,0.8333,0.8333,3.7559,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\013.wav,Será que o ônibus passa por esta rua?,Será que o hão passa por esta rua?,1.95,6,,3.7559,3.4777,4.3305,3.9284,4.1728,3.5265,3.5113,3.8085,ok,,0.8333,
fishspeech,ajustado,14,v1,1.0,1.0,3.5814,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\014.wav,O técnico resolveu o problema em poucos minutos.,O técnico resolveu o problema em poucos minutos.,5.248,0,,3.5814,3.4822,4.1688,3.592,3.8727,3.7143,3.6046,4.0678,ok,,1.0,
fishspeech,ajustado,15,v1,1.0,1.0,2.5295,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\015.wav,"Depois que a energia voltou, todos retomaram suas atividades normalmente.","Depois que a energia voltou, todos retomaram suas atividades normalmente.",5.851,0,,2.5295,3.1575,2.6146,2.2304,2.218,3.6344,3.4898,3.9379,ok,,1.0,
fishspeech,ajustado,16,v3,1.0,1.0,3.5568,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\016.wav,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,8.452,0,,3.5568,3.4075,3.9789,3.3019,3.8595,3.9086,3.6968,3.7629,ok,,1.0,
fishspeech,ajustado,17,v1,0.8919,0.8919,2.7877,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\017.wav,Você pode repetir a última informação?,se pode repetir a última informação.,2.972,4,,2.7877,3.2059,2.5708,2.7015,3.4971,3.809,3.5975,3.9991,ok,,0.8919,
fishspeech,ajustado,18,v3,1.0,1.0,3.4384,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\018.wav,A encomenda chegou exatamente no prazo informado pela transportadora.,A encomenda chegou exatamente no prazo informado pela transportadora.,10.031,0,,3.4384,3.1122,3.5694,3.012,3.7772,3.885,3.6299,4.0749,ok,,1.0,
fishspeech,ajustado,19,v1,1.0,1.0,3.4078,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\019.wav,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro.,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro.,9.799,0,,3.4078,3.1661,3.9563,3.1248,3.3046,3.8578,3.7529,4.1373,ok,,1.0,
fishspeech,ajustado,20,v2,0.5217,0.5217,3.6095,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\020.wav,Faz bastante calor hoje.,"Aí sim, bastante calor.",2.694,11,,3.6095,3.0161,4.1152,3.3976,4.0247,3.4821,3.603,3.9817,ok,,0.5217,
fishspeech,ajustado,21,v2,0.9481,0.9481,4.2738,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\021.wav,O professor pediu que os alunos entregassem os trabalhos até a próxima semana.,O professor pediu que os alunos entegassem no trabalho até a próxima semana.,5.248,4,,4.2738,4.057,4.4346,3.9954,4.282,4.2181,3.6504,4.1305,ok,,0.9481,
fishspeech,ajustado,22,v3,1.0,1.0,4.1536,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,7.105,0,,4.1536,4.1118,4.3372,3.958,4.1173,3.8188,3.4398,4.0006,ok,,1.0,
fishspeech,ajustado,23,v1,0.8689,0.8689,3.9811,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\023.wav,Qual foi a primeira cidade que você visitou durante as férias?,E foi a primeira cidade que você visitou durante a série.,5.155,8,,3.9811,3.8794,4.3039,3.7674,4.0365,3.8283,3.6123,3.9406,ok,,0.8689,
fishspeech,ajustado,24,v2,1.0,1.0,4.4201,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\024.wav,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas.","Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas.",4.644,0,,4.4201,4.0263,4.5551,4.2076,4.4808,3.9362,3.5984,3.9267,ok,,1.0,
fishspeech,ajustado,25,v1,0.831,0.831,3.7894,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\025.wav,O cachorro correu até o portão assim que ouviu o carro se aproximando.,O cachorro que eu já até o botão assim que eu vi o carro se aproximando.,4.969,12,,3.7894,3.8637,4.1309,3.6917,3.9746,3.8746,3.5702,3.8061,ok,,0.831,
fishspeech,ajustado,26,v1,0.975,0.975,3.7563,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\026.wav,Você sabe onde fica a biblioteca central?,Você sabe onde fica o Biblioteca Central?,4.783,1,,3.7563,3.8859,4.1075,3.6362,3.8458,3.94,3.6186,4.0857,ok,,0.975,
fishspeech,ajustado,27,v1,0.88,0.88,3.417,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\027.wav,O relatório foi concluído.,O relatar foi concluído...,3.808,3,,3.417,3.7871,4.2683,3.0674,3.5335,3.7267,3.5143,4.0372,ok,,0.88,
fishspeech,ajustado,28,v2,0.9773,0.9773,4.1157,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\028.wav,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente.","Durante a madrugada, o vento ficou mais forte, algumas árvores balançavam constantemente.",9.009,2,,4.1157,3.7577,4.4037,4.0356,4.2984,3.8918,3.6398,3.6079,ok,,0.9773,
fishspeech,ajustado,29,v1,0.1579,0.1579,4.0476,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\029.wav,Que horas são agora?,"É, mas...",1.904,16,,4.0476,3.9108,4.258,3.8336,3.9859,2.9606,3.2451,4.0149,ok,,0.1579,
fishspeech,ajustado,30,v1,1.0,1.0,3.9538,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\030.wav,A médica explicou com calma cada etapa do tratamento recomendado.,A médica explicou com calma cada etapa do tratamento recomendado.,5.526,0,,3.9538,4.0162,4.1772,3.8135,4.1525,3.8313,3.6817,4.0724,ok,,1.0,
fishspeech,ajustado,31,v2,1.0,1.0,3.1849,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\031.wav,O grupo decidiu antecipar a saída.,O grupo decidiu antecipar a saída.,10.31,0,,3.1849,2.6758,4.1673,4.0725,3.4441,3.1758,3.5432,4.0174,ok,,1.0,
fishspeech,ajustado,32,v1,0.9619,0.9619,3.9133,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardavam o início da palestra, conversamos sobre projetos futuros e oportunidade de pesquisa.",15.0,4,,3.9133,2.8644,4.3244,4.023,3.9232,3.4724,3.6745,4.0373,ok,,0.9619,
fishspeech,ajustado,33,v3,1.0,1.0,4.1696,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\033.wav,O restaurante estava lotado.,O restaurante estava lotado,4.272,0,,4.1696,3.5393,4.4375,4.1235,4.3549,3.5808,3.6096,4.1495,ok,,1.0,
fishspeech,ajustado,34,v2,1.0,1.0,4.0323,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\034.wav,Você já assistiu ao filme que foi lançado na semana passada?,Você já assistiu ao filme que foi lançado na semana passada?,6.827,0,,4.0323,2.7169,4.5105,4.1061,4.2453,3.7179,3.4573,3.7291,ok,,1.0,
fishspeech,ajustado,35,v3,1.0,1.0,4.2811,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\035.wav,"Depois de vários testes, conseguimos identificar a origem do problema.","Depois de vários testes, conseguimos identificar a origem do problema.",7.43,0,,4.2811,3.0817,4.5923,4.2179,3.7956,3.5217,3.5248,4.053,ok,,1.0,
fishspeech,ajustado,36,v1,0.9516,0.9516,3.2671,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\036.wav,A praia estava praticamente vazia naquela manhã de terça-feira.,A praia estava praticamente vazia naquela manhã de... ...essa feira.,7.245,3,,3.2671,1.9444,4.5788,3.9606,3.7316,3.2247,3.5238,3.5972,ok,,0.9516,
fishspeech,ajustado,37,v1,0.9348,0.9348,3.6943,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo que imaginávamos.,3.344,3,,3.6943,3.1304,4.346,3.8218,3.0581,3.3881,3.4075,3.8608,ok,,0.9348,
fishspeech,ajustado,38,v2,1.0,1.0,4.0121,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\038.wav,Eu precisava apenas de alguns minutos para terminar aquela tarefa.,Eu precisava apenas de alguns minutos para terminar aquela tarefa.,5.573,0,,4.0121,3.0177,4.4271,3.926,4.2283,3.8218,3.6179,3.994,ok,,1.0,
fishspeech,ajustado,39,v3,1.0,1.0,3.8293,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\039.wav,A apresentação terminou com aplausos.,A apresentação terminou com aplausos.,2.554,0,,3.8293,3.6373,3.7724,3.5979,4.0252,3.4064,3.4051,3.6588,ok,,1.0,
fishspeech,ajustado,40,v2,1.0,1.0,4.6488,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\040.wav,Você pretende viajar durante o feriado?,Você pretende viajar durante o feriado?,2.694,0,,4.6488,4.2547,4.6718,4.4123,4.2471,3.6501,3.4307,3.1641,ok,,1.0,
fishspeech,ajustado,41,v3,0.825,0.825,2.5812,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\041.wav,O elevador parou no décimo segundo andar.,O elevador para o próximo segundo andar.,3.39,7,,2.5812,2.5282,3.9808,2.3725,2.613,3.0777,3.5378,3.1463,ok,,0.825,
fishspeech,ajustado,42,v3,1.0,1.0,2.5345,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",7.477,0,,2.5345,2.153,3.9951,2.6385,2.6436,3.1106,1.556,1.3706,ok,,1.0,
fishspeech,ajustado,43,v3,0.8947,0.8947,3.3532,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\043.wav,O mercado fecha às oito horas da noite.,O mercado fecha às 8 horas da noite.,5.016,4,,3.3532,2.4509,4.4042,3.4673,4.0123,3.426,3.5908,3.5937,ok,,0.8947,
fishspeech,ajustado,44,v2,0.3059,0.3059,2.4768,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\044.wav,A criança ficou observando atentamente os peixes coloridos dentro do aquário.,Deus Nationsthink observam-me. Artei<|pt|> supercompeito. Apetir differs os feios dos dois.,6.269,59,,2.4768,1.8549,3.8679,2.7869,3.0222,2.8066,2.3578,1.5805,ok,,0.3059,
fishspeech,ajustado,45,v2,1.0,1.0,1.8976,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\045.wav,Você conseguiu falar com o responsável?,você conseguiu falar com o responsável?,2.043,0,,1.8976,2.516,3.8999,2.1339,2.1903,2.6691,1.2761,1.3149,ok,,1.0,
fishspeech,ajustado,46,v3,1.0,1.0,3.6457,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\046.wav,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento.,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento.,9.613,0,,3.6457,2.8298,4.4625,3.7854,4.1813,3.6008,3.5727,3.648,ok,,1.0,
fishspeech,ajustado,47,v1,1.0,1.0,2.6786,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\047.wav,Hoje acordei mais cedo.,"Hoje, acordei mais cedo.",4.458,0,,2.6786,2.3254,4.1008,2.9914,2.961,2.7257,3.3783,3.1053,ok,,1.0,
fishspeech,ajustado,48,v3,0.914,0.914,3.1323,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\048.wav,O pesquisador apresentou resultados preliminares bastante promissores durante o seminário.,O pesquisador apresentou o resultado para eliminares bastante tronissores durante o seminário.,9.613,8,,3.1323,2.2419,4.3469,3.5372,3.791,2.9377,3.3522,3.2142,ok,,0.914,
fishspeech,ajustado,49,v3,1.0,1.0,3.1319,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\049.wav,Parece que vai chover novamente.,Parece que vai chover novamente.,1.904,0,,3.1319,2.3736,4.1042,2.9649,3.7943,2.8746,1.7358,1.8812,ok,,1.0,
fishspeech,ajustado,50,v3,0.7818,0.7818,3.4233,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\050.wav,Qual é a melhor maneira de chegar ao centro da cidade?,Por hoje é a melhor maneira de chegar ao sete da cidade.,2.833,12,,3.4233,2.5026,4.4352,3.8794,4.1111,3.3265,2.8593,2.4883,ok,,0.7818,
fishspeech,ajustado,51,v3,1.0,1.0,4.2897,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\051.wav,O sistema voltou a funcionar normalmente.,O sistema voltou a funcionar normalmente.,4.226,0,,4.2897,3.9143,4.4722,4.1076,4.2226,3.8725,3.4765,3.6697,ok,,1.0,
fishspeech,ajustado,52,v2,0.9787,0.9787,4.0807,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente inicia a execução do projeto.",7.338,2,,4.0807,3.7091,4.3946,3.9994,4.2773,3.9197,3.688,4.1239,ok,,0.9787,
fishspeech,ajustado,53,v1,1.0,1.0,3.663,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\053.wav,O livro estava sobre a mesa.,O livro estava sobre a mesa.,3.344,0,,3.663,3.0708,4.3574,3.5939,4.0537,3.8968,3.5562,3.9476,ok,,1.0,
fishspeech,ajustado,54,v1,1.0,1.0,4.271,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\054.wav,Você poderia verificar se a porta foi realmente trancada antes de sairmos?,Você poderia verificar se a porta foi realmente trancada antes de sairmos.,6.595,0,,4.271,2.8989,4.6384,4.1518,4.5324,3.9369,3.736,4.1601,ok,,1.0,
fishspeech,ajustado,55,v3,0.8367,0.8367,4.5669,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\055.wav,A estudante apresentou seu trabalho com confiança.,A assistida apresentou seu trabalho com confiança.,3.111,8,,4.5669,3.6845,4.6948,4.496,4.6277,3.8939,3.7007,4.0463,ok,,0.8367,
fishspeech,ajustado,56,v2,0.975,0.975,4.2697,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\056.wav,Na semana passada houve uma queda de energia que afetou vários bairros da cidade.,Da semana passada houve uma queda da energia que afetou vários bairros da cidade.,4.783,2,,4.2697,3.6936,4.4746,4.2363,4.4797,3.8605,3.6124,3.9642,ok,,0.975,
fishspeech,ajustado,57,v1,0.1765,0.1765,3.2286,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\057.wav,Ainda falta muito?,rait,3.947,14,,3.2286,2.3034,3.5713,3.0906,3.3322,3.1695,3.187,3.9417,ok,,0.1765,
fishspeech,ajustado,58,v2,0.8904,0.8904,3.8706,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\058.wav,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio.,"Chardine, ele passou boa parte na manhã cuidando das plantas do condomínio.",8.034,8,,3.8706,2.7099,4.0843,4.0324,4.1436,3.9859,3.6268,3.8863,ok,,0.8904,
fishspeech,ajustado,59,v2,1.0,1.0,4.0158,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\059.wav,O evento foi um sucesso.,O evento foi um sucesso.,3.204,0,,4.0158,3.2792,4.3402,3.9625,4.243,3.4327,3.4983,3.7278,ok,,1.0,
fishspeech,ajustado,60,v3,0.8696,0.8696,4.0737,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\060.wav,Meu irmão chegou em casa pouco antes do jantar.,"Meu irmão chegou em casa pouco, o ato de jantar.",4.087,6,,4.0737,3.5292,4.3306,4.0699,4.2921,3.8981,3.6855,4.126,ok,,0.8696,
fishspeech,ajustado,61,v3,0.871,0.871,3.4205,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\061.wav,A reunião começou às nove horas.,A reunião começou às 9 horas.,5.062,4,,3.4205,2.462,4.406,3.8512,3.327,4.0318,3.3678,3.9362,ok,,0.871,
fishspeech,ajustado,62,v2,0.9888,0.9888,1.9352,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v2\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","quando a chuva diminuiu, as pessoas votaram gradualmente para as áreas externas do parque.",11.471,1,,1.9352,1.7027,3.7078,2.8762,2.7302,3.0513,3.5335,2.8734,ok,,0.9888,
fishspeech,ajustado,63,v3,1.0,1.0,3.4802,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\063.wav,Você já terminou a leitura daquele artigo?,Você já terminou a leitura daquele artigo?,5.016,0,,3.4802,2.9235,4.2474,3.4037,3.9267,3.7856,3.4642,3.6889,ok,,1.0,
fishspeech,ajustado,64,v1,0.9615,0.9615,3.1383,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v1\064.wav,O avião pousou sem atrasos.,O avião pousou sem atraso.,2.368,1,,3.1383,2.4741,4.2336,3.6186,3.8154,3.38,3.4704,3.1949,ok,,0.9615,
fishspeech,ajustado,65,v3,1.0,1.0,3.7359,nisqa_overall,fishspeech\outputs_final_experiment\ajustado\v3\065.wav,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.","Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.",12.121,0,,3.7359,2.6151,4.3296,3.976,4.0558,4.0165,3.6838,3.8192,ok,,1.0,
