modelo,condicao,variacao,indice,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,lev_sim,status,erro
fishspeech,ajustado,v1,55,fishspeech/outputs_final_experiment/ajustado/v1/055.wav,A estudante apresentou seu trabalho com confiança.,A estudante apresentou seu trabalho com confiança.,5.463,3,0.9421,ok,
fishspeech,ajustado,v1,56,fishspeech/outputs_final_experiment/ajustado/v1/056.wav,Na semana passada houve uma queda de energia que afetou vários bairros da cidade.,Na semana passada houve uma queda de energia que afetou vários bairros da cidade.,3.487,8,0.8942,ok,
fishspeech,ajustado,v1,57,fishspeech/outputs_final_experiment/ajustado/v1/057.wav,Ainda falta muito?,(ininteligível),4.758,11,0.3309,ok,
fishspeech,ajustado,v1,58,fishspeech/outputs_final_experiment/ajustado/v1/058.wav,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio.,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio.,5.247,10,0.8686,ok,
fishspeech,ajustado,v1,59,fishspeech/outputs_final_experiment/ajustado/v1/059.wav,O evento foi um sucesso.,O evento foi um sucesso.,5.538,5,0.7947,ok,
fishspeech,ajustado,v1,60,fishspeech/outputs_final_experiment/ajustado/v1/060.wav,Meu irmão chegou em casa pouco antes do jantar.,Meu irmão chegou em casa pouco antes do jantar.,3.19,5,0.8979,ok,
fishspeech,ajustado,v1,61,fishspeech/outputs_final_experiment/ajustado/v1/061.wav,A reunião começou às nove horas.,A reunião começou às nove horas.,1.711,3,0.9054,ok,
fishspeech,ajustado,v1,62,fishspeech/outputs_final_experiment/ajustado/v1/062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",2.767,7,0.9208,ok,
fishspeech,ajustado,v1,63,fishspeech/outputs_final_experiment/ajustado/v1/063.wav,Você já terminou a leitura daquele artigo?,Você já terminou a leitura daquele artigo?,2.732,8,0.81,ok,
fishspeech,ajustado,v1,64,fishspeech/outputs_final_experiment/ajustado/v1/064.wav,O avião pousou sem atrasos.,(ininteligível),2.666,18,0.309,ok,
fishspeech,ajustado,v1,65,fishspeech/outputs_final_experiment/ajustado/v1/065.wav,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.","Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.",3.186,13,0.8593,ok,
fishspeech,ajustado,v1,66,fishspeech/outputs_final_experiment/ajustado/v1/066.wav,O atendimento foi rápido.,O atendimento foi rápido.,4.717,2,0.9048,ok,
fishspeech,ajustado,v1,67,fishspeech/outputs_final_experiment/ajustado/v1/067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,2.454,5,0.9362,ok,
fishspeech,ajustado,v1,68,fishspeech/outputs_final_experiment/ajustado/v1/068.wav,O celular descarregou no meio da viagem.,O celular descarregou no meio da viagem.,5.377,4,0.8942,ok,
fishspeech,ajustado,v1,69,fishspeech/outputs_final_experiment/ajustado/v1/069.wav,Que notícia excelente!,Que notícia excelente!,5.49,4,0.7952,ok,
fishspeech,ajustado,v1,70,fishspeech/outputs_final_experiment/ajustado/v1/070.wav,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes.,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes.,5.007,10,0.8831,ok,
fishspeech,ajustado,v1,71,fishspeech/outputs_final_experiment/ajustado/v1/071.wav,O médico chegou pontualmente.,O médico chegou pontualmente.,5.0,5,0.8385,ok,
fishspeech,ajustado,v1,72,fishspeech/outputs_final_experiment/ajustado/v1/072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,5.985,10,0.8383,ok,
fishspeech,ajustado,v1,73,fishspeech/outputs_final_experiment/ajustado/v1/073.wav,O pôr do sol estava especialmente bonito hoje.,O pôr do sol estava especialmente bonito hoje.,4.138,2,0.951,ok,
fishspeech,ajustado,v1,74,fishspeech/outputs_final_experiment/ajustado/v1/074.wav,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade.","Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade.",5.264,4,0.9493,ok,
fishspeech,ajustado,v1,75,fishspeech/outputs_final_experiment/ajustado/v1/075.wav,O ônibus atrasou alguns minutos.,O ônibus atrasou alguns minutos.,4.792,4,0.8808,ok,
fishspeech,ajustado,v1,76,fishspeech/outputs_final_experiment/ajustado/v1/076.wav,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,4.096,5,0.9298,ok,
fishspeech,ajustado,v1,77,fishspeech/outputs_final_experiment/ajustado/v1/077.wav,Já está tudo pronto?,Já está tudo pronto?,5.859,3,0.8238,ok,
fishspeech,ajustado,v1,78,fishspeech/outputs_final_experiment/ajustado/v1/078.wav,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis.,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis.,3.215,7,0.9115,ok,
fishspeech,ajustado,v1,79,fishspeech/outputs_final_experiment/ajustado/v1/079.wav,A fila estava enorme.,A fila estava enorme.,4.013,2,0.9102,ok,
fishspeech,ajustado,v1,80,fishspeech/outputs_final_experiment/ajustado/v1/080.wav,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,2.866,7,0.915,ok,
fishspeech,ajustado,v1,81,fishspeech/outputs_final_experiment/ajustado/v1/081.wav,Hoje foi um dia tranquilo.,(ininteligível),1.939,17,0.3102,ok,
fishspeech,ajustado,v1,82,fishspeech/outputs_final_experiment/ajustado/v1/082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,3.943,8,0.8939,ok,
fishspeech,ajustado,v1,83,fishspeech/outputs_final_experiment/ajustado/v1/083.wav,Você ouviu aquele barulho estranho?,Você ouviu aquele barulho estranho?,2.218,6,0.8101,ok,
fishspeech,ajustado,v1,84,fishspeech/outputs_final_experiment/ajustado/v1/084.wav,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,3.033,9,0.8881,ok,
fishspeech,ajustado,v1,85,fishspeech/outputs_final_experiment/ajustado/v1/085.wav,O trânsito melhorou bastante.,O trânsito melhorou bastante.,4.373,3,0.8798,ok,
fishspeech,ajustado,v1,86,fishspeech/outputs_final_experiment/ajustado/v1/086.wav,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes.","Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes.",3.665,21,0.7607,ok,
fishspeech,ajustado,v1,87,fishspeech/outputs_final_experiment/ajustado/v1/087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,5.577,10,0.7919,ok,
fishspeech,ajustado,v1,88,fishspeech/outputs_final_experiment/ajustado/v1/088.wav,O funcionário organizou os documentos para facilitar futuras consultas.,O funcionário organizou os documentos para facilitar futuras consultas.,4.886,6,0.9165,ok,
fishspeech,ajustado,v1,89,fishspeech/outputs_final_experiment/ajustado/v1/089.wav,O jantar estava ótimo.,O jantar estava ótimo.,1.983,3,0.8681,ok,
fishspeech,ajustado,v1,90,fishspeech/outputs_final_experiment/ajustado/v1/090.wav,Será que ainda há vagas disponíveis?,Será que ainda há vagas disponíveis?,3.721,3,0.9,ok,
fishspeech,ajustado,v1,91,fishspeech/outputs_final_experiment/ajustado/v1/091.wav,A entrega foi realizada com sucesso.,A entrega foi realizada com sucesso.,1.798,4,0.8856,ok,
fishspeech,ajustado,v1,92,fishspeech/outputs_final_experiment/ajustado/v1/092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",(ininteligível),2.756,77,0.271,ok,
fishspeech,ajustado,v1,93,fishspeech/outputs_final_experiment/ajustado/v1/093.wav,O teatro estava cheio naquela noite.,O teatro estava cheio naquela noite.,4.525,2,0.9492,ok,
fishspeech,ajustado,v1,94,fishspeech/outputs_final_experiment/ajustado/v1/094.wav,Você costuma acordar cedo nos fins de semana?,Você costuma acordar cedo nos fins de semana?,4.754,5,0.8881,ok,
fishspeech,ajustado,v1,95,fishspeech/outputs_final_experiment/ajustado/v1/095.wav,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,5.028,10,0.8864,ok,
fishspeech,ajustado,v1,96,fishspeech/outputs_final_experiment/ajustado/v1/096.wav,O parque abriu normalmente.,O parque abriu normalmente.,2.427,3,0.892,ok,
fishspeech,ajustado,v1,97,fishspeech/outputs_final_experiment/ajustado/v1/097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,1.934,8,0.9002,ok,
fishspeech,ajustado,v1,98,fishspeech/outputs_final_experiment/ajustado/v1/098.wav,O tempo mudou rapidamente.,(ininteligível),2.393,21,0.149,ok,
fishspeech,ajustado,v1,99,fishspeech/outputs_final_experiment/ajustado/v1/099.wav,Eu gostaria de confirmar o horário exato da próxima reunião.,Eu gostaria de confirmar o horário exato da próxima reunião.,3.508,6,0.9,ok,
fishspeech,ajustado,v1,100,fishspeech/outputs_final_experiment/ajustado/v1/100.wav,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto.","Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto.",5.492,1,0.9928,ok,
fishspeech,ajustado,v2,1,fishspeech/outputs_final_experiment/ajustado/v2/001.wav,Hoje o trânsito estava tranquilo.,Hoje o trânsito estava tranquilo.,2.734,3,0.8965,ok,
fishspeech,ajustado,v2,2,fishspeech/outputs_final_experiment/ajustado/v2/002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu encontrar o endereço correto da reunião?,5.809,7,0.8736,ok,
fishspeech,ajustado,v2,3,fishspeech/outputs_final_experiment/ajustado/v2/003.wav,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.","Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.",4.755,3,0.97,ok,
fishspeech,ajustado,v2,4,fishspeech/outputs_final_experiment/ajustado/v2/004.wav,O café estava tão quente que precisei esperar alguns minutos antes de beber.,(ininteligível),5.366,60,0.1968,ok,
fishspeech,ajustado,v2,5,fishspeech/outputs_final_experiment/ajustado/v2/005.wav,Que surpresa agradável encontrar vocês por aqui!,Que surpresa agradável encontrar vocês por aqui!,1.631,4,0.9159,ok,
fishspeech,ajustado,v2,6,fishspeech/outputs_final_experiment/ajustado/v2/006.wav,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite.,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite.,3.386,9,0.9038,ok,
fishspeech,ajustado,v2,7,fishspeech/outputs_final_experiment/ajustado/v2/007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,3.39,1,0.9693,ok,
fishspeech,ajustado,v2,8,fishspeech/outputs_final_experiment/ajustado/v2/008.wav,Você lembra qual foi o horário combinado para o encontro de amanhã?,Você lembra qual foi o horário combinado para o encontro de amanhã?,1.656,4,0.937,ok,
fishspeech,ajustado,v2,9,fishspeech/outputs_final_experiment/ajustado/v2/009.wav,"Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada.","Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada.",5.12,13,0.848,ok,
fishspeech,ajustado,v2,10,fishspeech/outputs_final_experiment/ajustado/v2/010.wav,O computador reiniciou sozinho.,O computador reiniciou sozinho.,4.906,4,0.8505,ok,
fishspeech,ajustado,v2,11,fishspeech/outputs_final_experiment/ajustado/v2/011.wav,Ainda não recebi a confirmação da inscrição.,(ininteligível),3.52,32,0.2664,ok,
fishspeech,ajustado,v2,12,fishspeech/outputs_final_experiment/ajustado/v2/012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",5.085,11,0.8977,ok,
fishspeech,ajustado,v2,13,fishspeech/outputs_final_experiment/ajustado/v2/013.wav,Será que o ônibus passa por esta rua?,(ininteligível),5.14,26,0.2695,ok,
fishspeech,ajustado,v2,14,fishspeech/outputs_final_experiment/ajustado/v2/014.wav,O técnico resolveu o problema em poucos minutos.,O técnico resolveu o problema em poucos minutos.,2.961,6,0.8642,ok,
fishspeech,ajustado,v2,15,fishspeech/outputs_final_experiment/ajustado/v2/015.wav,"Depois que a energia voltou, todos retomaram suas atividades normalmente.","Depois que a energia voltou, todos retomaram suas atividades normalmente.",2.059,8,0.8928,ok,
fishspeech,ajustado,v2,16,fishspeech/outputs_final_experiment/ajustado/v2/016.wav,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,2.366,6,0.9252,ok,
fishspeech,ajustado,v2,17,fishspeech/outputs_final_experiment/ajustado/v2/017.wav,Você pode repetir a última informação?,Você pode repetir a última informação?,4.569,1,0.9604,ok,
fishspeech,ajustado,v2,18,fishspeech/outputs_final_experiment/ajustado/v2/018.wav,A encomenda chegou exatamente no prazo informado pela transportadora.,A encomenda chegou exatamente no prazo informado pela transportadora.,3.449,1,0.9787,ok,
fishspeech,ajustado,v2,19,fishspeech/outputs_final_experiment/ajustado/v2/019.wav,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro.,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro.,2.011,3,0.9546,ok,
fishspeech,ajustado,v2,20,fishspeech/outputs_final_experiment/ajustado/v2/020.wav,Faz bastante calor hoje.,Faz bastante calor hoje.,2.028,2,0.8963,ok,
fishspeech,ajustado,v2,21,fishspeech/outputs_final_experiment/ajustado/v2/021.wav,O professor pediu que os alunos entregassem os trabalhos até a próxima semana.,O professor pediu que os alunos entregassem os trabalhos até a próxima semana.,4.256,7,0.9148,ok,
fishspeech,ajustado,v2,22,fishspeech/outputs_final_experiment/ajustado/v2/022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,3.644,5,0.9031,ok,
fishspeech,ajustado,v2,23,fishspeech/outputs_final_experiment/ajustado/v2/023.wav,Qual foi a primeira cidade que você visitou durante as férias?,Qual foi a primeira cidade que você visitou durante as férias?,1.988,3,0.9453,ok,
fishspeech,ajustado,v2,24,fishspeech/outputs_final_experiment/ajustado/v2/024.wav,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas.","Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas.",1.895,12,0.8262,ok,
fishspeech,ajustado,v2,25,fishspeech/outputs_final_experiment/ajustado/v2/025.wav,O cachorro correu até o portão assim que ouviu o carro se aproximando.,O cachorro correu até o portão assim que ouviu o carro se aproximando.,1.954,10,0.8481,ok,
fishspeech,ajustado,v2,26,fishspeech/outputs_final_experiment/ajustado/v2/026.wav,Você sabe onde fica a biblioteca central?,Você sabe onde fica a biblioteca central?,2.945,3,0.9173,ok,
fishspeech,ajustado,v2,27,fishspeech/outputs_final_experiment/ajustado/v2/027.wav,O relatório foi concluído.,O relatório foi concluído.,2.378,3,0.8929,ok,
fishspeech,ajustado,v2,28,fishspeech/outputs_final_experiment/ajustado/v2/028.wav,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente.","Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente.",4.617,14,0.8426,ok,
fishspeech,ajustado,v2,29,fishspeech/outputs_final_experiment/ajustado/v2/029.wav,Que horas são agora?,Que horas são agora?,5.823,3,0.86,ok,
fishspeech,ajustado,v2,30,fishspeech/outputs_final_experiment/ajustado/v2/030.wav,A médica explicou com calma cada etapa do tratamento recomendado.,A médica explicou com calma cada etapa do tratamento recomendado.,5.538,6,0.9058,ok,
fishspeech,ajustado,v2,31,fishspeech/outputs_final_experiment/ajustado/v2/031.wav,O grupo decidiu antecipar a saída.,(ininteligível),2.675,26,0.221,ok,
fishspeech,ajustado,v2,32,fishspeech/outputs_final_experiment/ajustado/v2/032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.",3.055,8,0.9229,ok,
fishspeech,ajustado,v2,33,fishspeech/outputs_final_experiment/ajustado/v2/033.wav,O restaurante estava lotado.,O restaurante estava lotado.,2.849,4,0.8375,ok,
fishspeech,ajustado,v2,34,fishspeech/outputs_final_experiment/ajustado/v2/034.wav,Você já assistiu ao filme que foi lançado na semana passada?,Você já assistiu ao filme que foi lançado na semana passada?,2.291,5,0.9234,ok,
fishspeech,ajustado,v2,35,fishspeech/outputs_final_experiment/ajustado/v2/035.wav,"Depois de vários testes, conseguimos identificar a origem do problema.","Depois de vários testes, conseguimos identificar a origem do problema.",5.846,8,0.8894,ok,
fishspeech,ajustado,v2,36,fishspeech/outputs_final_experiment/ajustado/v2/036.wav,A praia estava praticamente vazia naquela manhã de terça-feira.,A praia estava praticamente vazia naquela manhã de terça-feira.,2.687,0,1.0,ok,
fishspeech,ajustado,v2,37,fishspeech/outputs_final_experiment/ajustado/v2/037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginávamos.,4.688,6,0.868,ok,
fishspeech,ajustado,v2,38,fishspeech/outputs_final_experiment/ajustado/v2/038.wav,Eu precisava apenas de alguns minutos para terminar aquela tarefa.,Eu precisava apenas de alguns minutos para terminar aquela tarefa.,2.737,3,0.9552,ok,
fishspeech,ajustado,v2,39,fishspeech/outputs_final_experiment/ajustado/v2/039.wav,A apresentação terminou com aplausos.,A apresentação terminou com aplausos.,3.477,1,0.9685,ok,
fishspeech,ajustado,v2,40,fishspeech/outputs_final_experiment/ajustado/v2/040.wav,Você pretende viajar durante o feriado?,Você pretende viajar durante o feriado?,4.195,1,0.9837,ok,
fishspeech,ajustado,v2,41,fishspeech/outputs_final_experiment/ajustado/v2/041.wav,O elevador parou no décimo segundo andar.,O elevador parou no décimo segundo andar.,3.638,5,0.8804,ok,
fishspeech,ajustado,v2,42,fishspeech/outputs_final_experiment/ajustado/v2/042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",4.253,10,0.882,ok,
fishspeech,ajustado,v2,43,fishspeech/outputs_final_experiment/ajustado/v2/043.wav,O mercado fecha às oito horas da noite.,O mercado fecha às oito horas da noite.,4.823,3,0.912,ok,
fishspeech,ajustado,v2,44,fishspeech/outputs_final_experiment/ajustado/v2/044.wav,A criança ficou observando atentamente os peixes coloridos dentro do aquário.,A criança ficou observando atentamente os peixes coloridos dentro do aquário.,4.338,14,0.8183,ok,
fishspeech,ajustado,v2,45,fishspeech/outputs_final_experiment/ajustado/v2/045.wav,Você conseguiu falar com o responsável?,Você conseguiu falar com o responsável?,3.938,5,0.8564,ok,
fishspeech,ajustado,v2,46,fishspeech/outputs_final_experiment/ajustado/v2/046.wav,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento.,O motorista precisou escolher uma rota alternativa para evitar um grande congestionamento.,3.395,13,0.8529,ok,
fishspeech,ajustado,v2,47,fishspeech/outputs_final_experiment/ajustado/v2/047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,1.589,1,0.9542,ok,
fishspeech,ajustado,v2,48,fishspeech/outputs_final_experiment/ajustado/v2/048.wav,O pesquisador apresentou resultados preliminares bastante promissores durante o seminário.,O pesquisador apresentou resultados preliminares bastante promissores durante o seminário.,1.918,8,0.906,ok,
fishspeech,ajustado,v2,49,fishspeech/outputs_final_experiment/ajustado/v2/049.wav,Parece que vai chover novamente.,Parece que vai chover novamente.,5.672,0,0.986,ok,
fishspeech,ajustado,v2,50,fishspeech/outputs_final_experiment/ajustado/v2/050.wav,Qual é a melhor maneira de chegar ao centro da cidade?,Qual é a melhor maneira de chegar ao centro da cidade?,3.015,10,0.8153,ok,
fishspeech,ajustado,v2,51,fishspeech/outputs_final_experiment/ajustado/v2/051.wav,O sistema voltou a funcionar normalmente.,O sistema voltou a funcionar normalmente.,4.726,4,0.9113,ok,
fishspeech,ajustado,v2,52,fishspeech/outputs_final_experiment/ajustado/v2/052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.",2.689,7,0.928,ok,
fishspeech,ajustado,v2,53,fishspeech/outputs_final_experiment/ajustado/v2/053.wav,O livro estava sobre a mesa.,O livro estava sobre a mesa.,2.003,3,0.9069,ok,
fishspeech,ajustado,v2,54,fishspeech/outputs_final_experiment/ajustado/v2/054.wav,Você poderia verificar se a porta foi realmente trancada antes de sairmos?,Você poderia verificar se a porta foi realmente trancada antes de sairmos?,2.958,10,0.8594,ok,
fishspeech,ajustado,v2,55,fishspeech/outputs_final_experiment/ajustado/v2/055.wav,A estudante apresentou seu trabalho com confiança.,A estudante apresentou seu trabalho com confiança.,2.937,6,0.8768,ok,
fishspeech,ajustado,v2,56,fishspeech/outputs_final_experiment/ajustado/v2/056.wav,Na semana passada houve uma queda de energia que afetou vários bairros da cidade.,Na semana passada houve uma queda de energia que afetou vários bairros da cidade.,5.37,10,0.881,ok,
fishspeech,ajustado,v2,57,fishspeech/outputs_final_experiment/ajustado/v2/057.wav,Ainda falta muito?,Ainda falta muito?,4.367,2,0.8875,ok,
fishspeech,ajustado,v2,58,fishspeech/outputs_final_experiment/ajustado/v2/058.wav,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio.,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio.,3.884,6,0.9129,ok,
fishspeech,ajustado,v2,59,fishspeech/outputs_final_experiment/ajustado/v2/059.wav,O evento foi um sucesso.,O evento foi um sucesso.,5.944,4,0.8074,ok,
fishspeech,ajustado,v2,60,fishspeech/outputs_final_experiment/ajustado/v2/060.wav,Meu irmão chegou em casa pouco antes do jantar.,Meu irmão chegou em casa pouco antes do jantar.,3.421,5,0.8855,ok,
fishspeech,ajustado,v2,61,fishspeech/outputs_final_experiment/ajustado/v2/061.wav,A reunião começou às nove horas.,A reunião começou às nove horas.,1.974,4,0.858,ok,
fishspeech,ajustado,v2,62,fishspeech/outputs_final_experiment/ajustado/v2/062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",4.841,11,0.8738,ok,
fishspeech,ajustado,v2,63,fishspeech/outputs_final_experiment/ajustado/v2/063.wav,Você já terminou a leitura daquele artigo?,Você já terminou a leitura daquele artigo?,3.005,7,0.8223,ok,
fishspeech,ajustado,v2,64,fishspeech/outputs_final_experiment/ajustado/v2/064.wav,O avião pousou sem atrasos.,O avião pousou sem atrasos.,3.691,2,0.9068,ok,
fishspeech,ajustado,v2,65,fishspeech/outputs_final_experiment/ajustado/v2/065.wav,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.","Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.",3.651,19,0.7963,ok,
fishspeech,ajustado,v2,66,fishspeech/outputs_final_experiment/ajustado/v2/066.wav,O atendimento foi rápido.,O atendimento foi rápido.,3.79,1,0.9707,ok,
fishspeech,ajustado,v2,67,fishspeech/outputs_final_experiment/ajustado/v2/067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,3.919,4,0.9504,ok,
fishspeech,ajustado,v2,68,fishspeech/outputs_final_experiment/ajustado/v2/068.wav,O celular descarregou no meio da viagem.,O celular descarregou no meio da viagem.,3.529,0,1.0,ok,
fishspeech,ajustado,v2,69,fishspeech/outputs_final_experiment/ajustado/v2/069.wav,Que notícia excelente!,Que notícia excelente!,2.524,2,0.9171,ok,
fishspeech,ajustado,v2,70,fishspeech/outputs_final_experiment/ajustado/v2/070.wav,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes.,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes.,4.611,12,0.856,ok,
fishspeech,ajustado,v2,71,fishspeech/outputs_final_experiment/ajustado/v2/071.wav,O médico chegou pontualmente.,O médico chegou pontualmente.,2.472,3,0.8796,ok,
fishspeech,ajustado,v2,72,fishspeech/outputs_final_experiment/ajustado/v2/072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,1.527,10,0.8367,ok,
fishspeech,ajustado,v2,73,fishspeech/outputs_final_experiment/ajustado/v2/073.wav,O pôr do sol estava especialmente bonito hoje.,O pôr do sol estava especialmente bonito hoje.,2.574,2,0.9643,ok,
fishspeech,ajustado,v2,74,fishspeech/outputs_final_experiment/ajustado/v2/074.wav,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade.",(ininteligível),4.196,65,0.2023,ok,
fishspeech,ajustado,v2,75,fishspeech/outputs_final_experiment/ajustado/v2/075.wav,O ônibus atrasou alguns minutos.,O ônibus atrasou alguns minutos.,2.616,0,0.9963,ok,
fishspeech,ajustado,v2,76,fishspeech/outputs_final_experiment/ajustado/v2/076.wav,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,2.654,5,0.9279,ok,
fishspeech,ajustado,v2,77,fishspeech/outputs_final_experiment/ajustado/v2/077.wav,Já está tudo pronto?,(ininteligível),4.306,16,0.1561,ok,
fishspeech,ajustado,v2,78,fishspeech/outputs_final_experiment/ajustado/v2/078.wav,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis.,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis.,2.06,9,0.8879,ok,
fishspeech,ajustado,v2,79,fishspeech/outputs_final_experiment/ajustado/v2/079.wav,A fila estava enorme.,A fila estava enorme.,1.534,1,0.9519,ok,
fishspeech,ajustado,v2,80,fishspeech/outputs_final_experiment/ajustado/v2/080.wav,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,4.956,14,0.8343,ok,
fishspeech,ajustado,v2,81,fishspeech/outputs_final_experiment/ajustado/v2/081.wav,Hoje foi um dia tranquilo.,Hoje foi um dia tranquilo.,3.57,4,0.8588,ok,
fishspeech,ajustado,v2,82,fishspeech/outputs_final_experiment/ajustado/v2/082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,5.413,4,0.9495,ok,
fishspeech,ajustado,v2,83,fishspeech/outputs_final_experiment/ajustado/v2/083.wav,Você ouviu aquele barulho estranho?,Você ouviu aquele barulho estranho?,3.716,6,0.8215,ok,
fishspeech,ajustado,v2,84,fishspeech/outputs_final_experiment/ajustado/v2/084.wav,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,2.703,14,0.835,ok,
fishspeech,ajustado,v2,85,fishspeech/outputs_final_experiment/ajustado/v2/085.wav,O trânsito melhorou bastante.,O trânsito melhorou bastante.,4.589,2,0.9426,ok,
