modelo,condicao,variacao,indice,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,lev_sim,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,mos_principal,mos_principal_fonte,status,erro
fishspeech,ajustado,v2,22,fishspeech\outputs_final_experiment\ajustado\v2\022.wav,Eu não esperava encontrar tanta gente naquele horário.,A não ameaça estar encontrando tanta gente naquele horário.,5.016,15,0.7414,,3.9402,4.0229,4.0096,3.5166,3.9789,3.9284,3.5596,4.0242,3.9402,nisqa_overall,ok,
fishspeech,ajustado,v2,27,fishspeech\outputs_final_experiment\ajustado\v2\027.wav,O relatório foi concluído.,"Bom, essa toca já foi concluída.",4.226,13,0.5667,,2.8002,3.6459,2.7378,2.809,3.6789,3.7354,3.4882,3.6346,2.8002,nisqa_overall,ok,
fishspeech,ajustado,v2,32,fishspeech\outputs_final_experiment\ajustado\v2\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","No ponto a guardarmos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.",10.31,9,0.9143,,3.8678,2.7822,4.4141,3.7992,4.1371,3.5827,3.702,3.9714,3.8678,nisqa_overall,ok,
fishspeech,ajustado,v2,37,fishspeech\outputs_final_experiment\ajustado\v2\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo que imaginava.,6.966,7,0.8478,,3.8157,3.1247,4.1404,4.0218,3.8246,3.626,3.5386,4.0279,3.8157,nisqa_overall,ok,
fishspeech,ajustado,v2,42,fishspeech\outputs_final_experiment\ajustado\v2\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Quando ela está bem-visita ao museu, aprendendo diversos fatos curiosos sobre a história da região.",7.105,18,0.8144,,3.3513,2.3095,4.3856,3.6371,3.9026,3.1474,3.551,3.5737,3.3513,nisqa_overall,ok,
fishspeech,ajustado,v2,47,fishspeech\outputs_final_experiment\ajustado\v2\047.wav,Hoje acordei mais cedo.,"Hoje, eu já acordei mais cedo.",6.316,6,0.7857,,2.8082,1.7538,4.2939,3.6519,3.4886,2.6531,3.2762,2.6147,2.8082,nisqa_overall,ok,
fishspeech,ajustado,v2,52,fishspeech\outputs_final_experiment\ajustado\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente inicia a execução do projeto.",7.338,2,0.9787,,4.0807,3.7091,4.3946,3.9994,4.2773,3.9197,3.688,4.1239,4.0807,nisqa_overall,ok,
fishspeech,ajustado,v2,57,fishspeech\outputs_final_experiment\ajustado\v2\057.wav,Ainda falta muito?,REFERÊTS,6.92,15,0.1176,,1.0292,1.5506,2.4938,1.2383,1.3306,2.1342,1.1156,1.1326,1.0292,nisqa_overall,ok,
fishspeech,ajustado,v2,62,fishspeech\outputs_final_experiment\ajustado\v2\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","quando a chuva diminuiu, as pessoas votaram gradualmente para as áreas externas do parque.",11.471,1,0.9888,,1.9352,1.7027,3.7078,2.8762,2.7302,3.0513,3.5335,2.8734,1.9352,nisqa_overall,ok,
fishspeech,ajustado,v2,67,fishspeech\outputs_final_experiment\ajustado\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,"A banda ensaiou durante toda a tarde para a apresentação, marcado para o fim de semana.",5.573,1,0.9882,,2.8583,2.1756,4.2396,3.6808,3.6686,3.2294,3.5134,2.8926,2.8583,nisqa_overall,ok,
fishspeech,ajustado,v2,72,fishspeech\outputs_final_experiment\ajustado\v2\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,"Você sabe qual o número da sala, onde acontecerá entre as vís.",9.288,10,0.8387,,3.6728,3.9338,4.358,3.4218,3.8024,3.9376,3.6458,3.8612,3.6728,nisqa_overall,ok,
fishspeech,ajustado,v2,77,fishspeech\outputs_final_experiment\ajustado\v2\077.wav,Já está tudo pronto?,Acha tudo pronto?,1.254,7,0.6316,,3.2019,3.3129,4.0663,3.148,3.7288,3.278,3.4891,3.7777,3.2019,nisqa_overall,ok,
fishspeech,ajustado,v2,82,fishspeech\outputs_final_experiment\ajustado\v2\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,"No caso eu passo vários meses e pulo arcanizando, cuidadosamente cada detalhe da cerimônia.",6.362,14,0.8427,,3.8244,3.0239,4.4271,3.8754,3.668,3.5925,3.565,3.6477,3.8244,nisqa_overall,ok,
fishspeech,ajustado,v2,87,fishspeech\outputs_final_experiment\ajustado\v2\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,6.362,0,1.0,,3.5257,2.2809,4.3505,3.9977,3.7562,3.4786,3.4862,3.7509,3.5257,nisqa_overall,ok,
fishspeech,ajustado,v2,92,fishspeech\outputs_final_experiment\ajustado\v2\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",depois de comparar diferentes alternativas e escolhemos a solução que parecia mais adequada para o problema.,13.235,2,0.9813,,3.9594,2.7805,4.4243,4.1712,3.9799,3.2335,3.7251,4.1326,3.9594,nisqa_overall,ok,
fishspeech,ajustado,v2,97,fishspeech\outputs_final_experiment\ajustado\v2\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,"A pesquisadora revisou os dados diversas vezes, antes de publicar os resultados finais.",9.567,0,1.0,,3.7648,2.8066,4.3779,3.9818,4.1916,3.1387,3.7455,3.987,3.7648,nisqa_overall,ok,
fishspeech,ajustado,v3,2,fishspeech\outputs_final_experiment\ajustado\v3\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Mm!,2.09,54,0.0,,3.1445,2.8037,4.228,2.5971,3.3331,2.2076,2.6439,3.1561,3.1445,nisqa_overall,ok,
fishspeech,ajustado,v3,7,fishspeech\outputs_final_experiment\ajustado\v3\007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,3.808,0,1.0,,3.7148,2.861,4.3675,3.8398,4.0009,3.2925,3.4048,3.7992,3.7148,nisqa_overall,ok,
fishspeech,ajustado,v3,12,fishspeech\outputs_final_experiment\ajustado\v3\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",A apresentação já havia começado e quase não encontrou em lugares disponíveis.,9.195,40,0.6396,,3.6637,3.1504,4.3321,3.5271,3.9608,3.9725,3.7044,3.8444,3.6637,nisqa_overall,ok,
fishspeech,ajustado,v3,17,fishspeech\outputs_final_experiment\ajustado\v3\017.wav,Você pode repetir a última informação?,"Ou seja, para de biblioteca útil e formação.",4.226,25,0.4048,,3.4537,3.0357,3.6901,3.1698,3.9386,3.7857,3.6547,3.8723,3.4537,nisqa_overall,ok,
fishspeech,ajustado,v3,22,fishspeech\outputs_final_experiment\ajustado\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,7.105,0,1.0,,4.1536,4.1118,4.3372,3.958,4.1173,3.8188,3.4398,4.0006,4.1536,nisqa_overall,ok,
fishspeech,ajustado,v3,27,fishspeech\outputs_final_experiment\ajustado\v3\027.wav,O relatório foi concluído.,O relatão foi concluída.,3.204,4,0.84,,3.264,3.7962,3.7826,2.8603,3.4517,3.5669,3.3755,4.058,3.264,nisqa_overall,ok,
fishspeech,ajustado,v3,32,fishspeech\outputs_final_experiment\ajustado\v3\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.",enquanto aguardavam o Zuinista. Confessamos sobre projetos futuros e...,50.109,45,0.5714,,2.1772,2.0765,4.1628,3.6749,2.7173,2.5673,1.829,1.9302,2.1772,nisqa_overall,ok,
fishspeech,ajustado,v3,37,fishspeech\outputs_final_experiment\ajustado\v3\037.wav,O resultado saiu mais cedo do que imaginávamos.,,17.044,46,0.0,,1.0396,1.6131,2.0192,1.2899,1.5273,2.2033,0.9562,0.9974,1.0396,nisqa_overall,ok,
fishspeech,ajustado,v3,42,fishspeech\outputs_final_experiment\ajustado\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",7.477,0,1.0,,2.5345,2.153,3.9951,2.6385,2.6436,3.1106,1.556,1.3706,2.5345,nisqa_overall,ok,
fishspeech,ajustado,v3,47,fishspeech\outputs_final_experiment\ajustado\v3\047.wav,Hoje acordei mais cedo.,"E hoje, acude-me a serem.",3.019,12,0.4783,,2.6211,2.3216,4.422,2.5674,3.1969,3.056,2.7366,2.1002,2.6211,nisqa_overall,ok,
fishspeech,ajustado,v3,52,fishspeech\outputs_final_experiment\ajustado\v3\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de... de... de preparação, a equipe finalmente... iniciou... a execução do projeto.",13.421,12,0.8723,,4.217,3.6297,4.4202,4.3053,4.3384,3.8518,3.7333,4.103,4.217,nisqa_overall,ok,
fishspeech,ajustado,v3,57,fishspeech\outputs_final_experiment\ajustado\v3\057.wav,Ainda falta muito?,"DionSahod, por isolationismo e fortaleção, já encontrou as escasos e as escasas por Ignacio Baldo.",3.576,82,0.1368,,4.4696,3.6843,4.5039,4.3548,4.5349,3.9519,3.7336,4.1953,4.4696,nisqa_overall,ok,
fishspeech,ajustado,v3,62,fishspeech\outputs_final_experiment\ajustado\v3\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",quanto a chuva diminuiu as pessoas voltaram gradualmente,33.39,34,0.618,,1.5459,1.5415,3.4429,2.7563,2.5296,2.7819,3.2725,2.6235,1.5459,nisqa_overall,ok,
fishspeech,ajustado,v3,67,fishspeech\outputs_final_experiment\ajustado\v3\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda saiu durante toda a tarde para a apresentação marcada por fim de semana.,9.242,7,0.9176,,2.5594,2.483,4.0284,2.8849,3.1458,3.7204,3.536,3.6312,2.5594,nisqa_overall,ok,
fishspeech,ajustado,v3,72,fishspeech\outputs_final_experiment\ajustado\v3\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,7.848,0,1.0,,4.0711,4.0158,4.4255,4.1008,3.9076,3.7953,3.4164,3.7751,4.0711,nisqa_overall,ok,
fishspeech,ajustado,v3,77,fishspeech\outputs_final_experiment\ajustado\v3\077.wav,Já está tudo pronto?,Até pronto,3.622,11,0.4211,,2.7875,3.4019,2.9741,2.4826,3.1433,3.4537,3.3605,3.7324,2.7875,nisqa_overall,ok,
fishspeech,ajustado,v3,82,fishspeech\outputs_final_experiment\ajustado\v3\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,11.471,0,1.0,,3.5695,2.5772,4.2657,3.7305,3.7948,3.5512,3.6258,4.0033,3.5695,nisqa_overall,ok,
fishspeech,ajustado,v3,87,fishspeech\outputs_final_experiment\ajustado\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marco.,10.96,32,0.3191,,2.6473,2.2432,3.9338,3.6211,3.2078,3.1059,3.4889,3.7978,2.6473,nisqa_overall,ok,
fishspeech,ajustado,v3,92,fishspeech\outputs_final_experiment\ajustado\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",13.653,0,1.0,,3.9568,2.9309,4.4275,4.1079,4.3296,3.2429,3.6064,3.9202,3.9568,nisqa_overall,ok,
fishspeech,ajustado,v3,97,fishspeech\outputs_final_experiment\ajustado\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,9.613,0,1.0,,3.0331,2.5452,4.0283,3.4009,3.4061,3.1479,3.6492,4.0412,3.0331,nisqa_overall,ok,
unsloth,original,v1,2,unsloth\outputs_final_experiment\original\v1\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Algum conseguiu encontrar o defais correto da reunião.,3.669,11,0.7963,,4.8914,4.5939,4.7611,4.3671,4.6331,4.0169,3.674,4.1747,4.8914,nisqa_overall,ok,
unsloth,original,v1,7,unsloth\outputs_final_experiment\original\v1\007.wav,Ontem eu passei rapidamente no mercado.,"Ontem, eu passei rapidamente no mercado.",2.304,0,1.0,,4.6866,4.5619,4.584,4.1566,4.5365,3.7989,3.6454,4.1988,4.6866,nisqa_overall,ok,
unsloth,original,v1,12,unsloth\outputs_final_experiment\original\v1\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não...",5.461,32,0.7117,,4.832,4.555,4.6735,4.258,4.5611,3.8516,3.4431,3.7124,4.832,nisqa_overall,ok,
unsloth,original,v1,17,unsloth\outputs_final_experiment\original\v1\017.wav,Você pode repetir a última informação?,A alçã pode repetir a última informação.,2.56,6,0.8462,,4.5609,4.3929,4.5373,4.1848,4.379,3.2552,3.4087,3.6767,4.5609,nisqa_overall,ok,
unsloth,original,v1,22,unsloth\outputs_final_experiment\original\v1\022.wav,Eu não esperava encontrar tanta gente naquele horário.,que eu não esperava encontrar tanta gente naquele horário.,2.987,4,0.9298,,5.0193,4.6261,4.8243,4.3925,4.6899,3.8468,3.5382,4.171,5.0193,nisqa_overall,ok,
unsloth,original,v1,27,unsloth\outputs_final_experiment\original\v1\027.wav,O relatório foi concluído.,O relator foi concluído.,1.792,3,0.88,,4.8661,4.4807,4.6582,4.3256,4.6214,3.8142,3.4491,4.0581,4.8661,nisqa_overall,ok,
unsloth,original,v1,32,unsloth\outputs_final_experiment\original\v1\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o invício da palestra, conversamos sobre poejas fújicas.",4.693,36,0.6571,,4.6399,4.3962,4.6017,4.2129,4.4666,3.9877,3.4217,4.1031,4.6399,nisqa_overall,ok,
unsloth,original,v1,37,unsloth\outputs_final_experiment\original\v1\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginávamos.,3.072,0,1.0,,4.7668,4.484,4.6909,4.3771,4.6049,3.7861,3.4748,3.6471,4.7668,nisqa_overall,ok,
unsloth,original,v1,42,unsloth\outputs_final_experiment\original\v1\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história.",4.693,10,0.8851,,4.8057,4.4354,4.7192,4.3031,4.5786,4.057,3.6192,4.1353,4.8057,nisqa_overall,ok,
unsloth,original,v1,47,unsloth\outputs_final_experiment\original\v1\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,1.877,0,1.0,,4.9266,4.4704,4.8242,4.442,4.6911,3.8148,3.4866,4.1188,4.9266,nisqa_overall,ok,
unsloth,original,v1,52,unsloth\outputs_final_experiment\original\v1\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","depois de mesas de planeja nele e preparação. Aqui, mas finalmente, iniciosa é o som do pra...",4.949,27,0.7128,,4.8636,4.5545,4.7813,4.3568,4.6566,3.9944,3.4145,3.9205,4.8636,nisqa_overall,ok,
unsloth,original,v1,57,unsloth\outputs_final_experiment\original\v1\057.wav,Ainda falta muito?,eelltam o outro.,1.28,13,0.2353,,4.6612,4.5723,4.6264,4.3853,4.6515,3.3605,3.2708,3.8917,4.6612,nisqa_overall,ok,
unsloth,original,v1,62,unsloth\outputs_final_experiment\original\v1\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas...",4.693,19,0.7865,,4.7237,4.5108,4.7326,4.2993,4.5589,4.1168,3.6054,4.1657,4.7237,nisqa_overall,ok,
unsloth,original,v1,67,unsloth\outputs_final_experiment\original\v1\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,Abanda ensaiou durante toda a tarde para a prevenção marcada para o fim de semana.,4.608,5,0.9412,,4.957,4.5767,4.7459,4.3762,4.6481,3.9677,3.615,4.1558,4.957,nisqa_overall,ok,
unsloth,original,v1,72,unsloth\outputs_final_experiment\original\v1\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,assabe qual é o número da sala onde acontecerá a entrevista.,3.755,5,0.9194,,4.6082,4.3658,4.5582,4.2738,4.5386,3.8728,3.709,4.2388,4.6082,nisqa_overall,ok,
unsloth,original,v1,77,unsloth\outputs_final_experiment\original\v1\077.wav,Já está tudo pronto?,Já está tudo pronto.,1.963,0,1.0,,4.982,4.6341,4.8592,4.3828,4.6923,3.4304,3.4195,4.1654,4.982,nisqa_overall,ok,
unsloth,original,v1,82,unsloth\outputs_final_experiment\original\v1\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada dep...,3.84,18,0.775,,5.0105,4.6222,4.8161,4.4708,4.704,3.7444,3.5268,3.9512,5.0105,nisqa_overall,ok,
unsloth,original,v1,87,unsloth\outputs_final_experiment\original\v1\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente 7 horas.,3.072,13,0.7234,,4.8124,4.5542,4.7895,4.4635,4.6774,3.7402,3.4727,4.044,4.8124,nisqa_overall,ok,
unsloth,original,v1,92,unsloth\outputs_final_experiment\original\v1\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia...",4.949,30,0.7143,,4.764,4.0854,4.7229,4.3007,4.5455,3.9204,3.4247,4.0237,4.764,nisqa_overall,ok,
unsloth,original,v1,97,unsloth\outputs_final_experiment\original\v1\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,"A pesquisadora revisou os dados diversas vezes,",4.437,39,0.5412,,4.7751,4.121,4.6266,4.232,4.4676,3.7969,3.434,4.0682,4.7751,nisqa_overall,ok,
unsloth,original,v2,2,unsloth\outputs_final_experiment\original\v2\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Azul conseguiu encontrar o endessa correto da reunião.,3.157,8,0.8519,,5.0084,4.4987,4.7381,4.3845,4.571,3.8651,3.5419,4.0361,5.0084,nisqa_overall,ok,
unsloth,original,v2,7,unsloth\outputs_final_experiment\original\v2\007.wav,Ontem eu passei rapidamente no mercado.,quando eu passei rapidamente no mercado.,2.304,6,0.8462,,4.5246,4.516,4.5112,4.0286,4.3911,3.5784,3.5005,3.8212,4.5246,nisqa_overall,ok,
unsloth,original,v2,12,unsloth\outputs_final_experiment\original\v2\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não em...",5.461,29,0.7387,,4.7958,4.5009,4.7267,4.3736,4.6219,4.0071,3.5342,4.1301,4.7958,nisqa_overall,ok,
unsloth,original,v2,17,unsloth\outputs_final_experiment\original\v2\017.wav,Você pode repetir a última informação?,ou pode repetir a última informação.,2.56,3,0.9189,,4.805,4.5892,4.7831,4.5305,4.6984,3.4534,3.4603,3.9452,4.805,nisqa_overall,ok,
unsloth,original,v2,22,unsloth\outputs_final_experiment\original\v2\022.wav,Eu não esperava encontrar tanta gente naquele horário.,e não esperava encontrar tanta gente naquele horário.,3.072,1,0.9811,,4.9569,4.6678,4.7979,4.2972,4.5701,4.113,3.5756,4.1464,4.9569,nisqa_overall,ok,
unsloth,original,v2,27,unsloth\outputs_final_experiment\original\v2\027.wav,O relatório foi concluído.,o relaptor foi concluído.,1.621,4,0.84,,4.763,4.4839,4.704,4.2995,4.5943,3.6853,3.3609,3.8858,4.763,nisqa_overall,ok,
unsloth,original,v2,32,unsloth\outputs_final_experiment\original\v2\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o início da palestra, conversamos sobre projetos...",4.693,36,0.6571,,4.7231,4.3621,4.6439,4.371,4.5683,4.011,3.5063,4.0265,4.7231,nisqa_overall,ok,
unsloth,original,v2,37,unsloth\outputs_final_experiment\original\v2\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginávamos.,3.072,0,1.0,,4.6165,4.4103,4.637,4.3116,4.5919,3.9027,3.5197,3.8248,4.6165,nisqa_overall,ok,
unsloth,original,v2,42,unsloth\outputs_final_experiment\original\v2\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a estoia da...",4.693,11,0.8736,,4.9269,4.5267,4.8217,4.4201,4.6819,3.9721,3.488,3.9008,4.9269,nisqa_overall,ok,
unsloth,original,v2,47,unsloth\outputs_final_experiment\original\v2\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,1.963,0,1.0,,4.9116,4.576,4.8638,4.4475,4.6548,3.5085,3.5943,4.1325,4.9116,nisqa_overall,ok,
unsloth,original,v2,52,unsloth\outputs_final_experiment\original\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","depois de meses de planejamento e preparação, a quima finalmente iniciou as...",4.949,23,0.7553,,4.9506,4.6328,4.835,4.4759,4.7126,4.0128,3.5473,4.1247,4.9506,nisqa_overall,ok,
unsloth,original,v2,57,unsloth\outputs_final_experiment\original\v2\057.wav,Ainda falta muito?,Ainda falta muito.,1.792,0,1.0,,4.5335,4.4599,4.2896,4.3197,4.4572,3.6701,3.5484,4.1717,4.5335,nisqa_overall,ok,
unsloth,original,v2,62,unsloth\outputs_final_experiment\original\v2\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente...",4.693,33,0.6292,,4.6961,4.4097,4.6482,4.3371,4.529,3.7661,3.49,4.069,4.6961,nisqa_overall,ok,
unsloth,original,v2,67,unsloth\outputs_final_experiment\original\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para apresentar ação marcada para o fim de semana.,5.205,5,0.9419,,4.8984,4.6224,4.7754,4.4262,4.6504,3.9768,3.6725,4.199,4.8984,nisqa_overall,ok,
unsloth,original,v2,72,unsloth\outputs_final_experiment\original\v2\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Já sabe qual é o número da sala onde acontecerá a entrevista?,3.413,4,0.9355,,4.7684,4.5979,4.7515,4.4077,4.6563,4.0538,3.5758,3.98,4.7684,nisqa_overall,ok,
unsloth,original,v2,77,unsloth\outputs_final_experiment\original\v2\077.wav,Já está tudo pronto?,Já está tudo pronto.,1.963,0,1.0,,4.8222,4.5519,4.7304,4.2953,4.6205,3.2162,3.5438,4.1764,4.8222,nisqa_overall,ok,
unsloth,original,v2,82,unsloth\outputs_final_experiment\original\v2\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente.,3.84,26,0.675,,4.8628,4.5373,4.6353,4.3319,4.6033,3.7331,3.5157,3.8268,4.8628,nisqa_overall,ok,
unsloth,original,v2,87,unsloth\outputs_final_experiment\original\v2\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente 7 horas.,3.072,13,0.7234,,4.8107,4.5629,4.7457,4.3845,4.6276,3.6791,3.5797,4.1371,4.8107,nisqa_overall,ok,
unsloth,original,v2,92,unsloth\outputs_final_experiment\original\v2\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia...",4.949,30,0.7143,,4.8859,4.5116,4.7782,4.3213,4.6066,4.0178,3.682,4.2057,4.8859,nisqa_overall,ok,
unsloth,original,v2,97,unsloth\outputs_final_experiment\original\v2\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os...,4.437,18,0.7882,,4.9134,4.4639,4.8056,4.4253,4.6307,3.9464,3.5765,4.1337,4.9134,nisqa_overall,ok,
unsloth,original,v3,2,unsloth\outputs_final_experiment\original\v3\002.wav,Você conseguiu encontrar o endereço correto da reunião?,assim conseguiu encontrar um indércio por retos da reunião.,3.157,14,0.7586,,4.9812,4.5757,4.8043,4.4455,4.6436,4.0524,3.5563,4.1434,4.9812,nisqa_overall,ok,
unsloth,original,v3,7,unsloth\outputs_final_experiment\original\v3\007.wav,Ontem eu passei rapidamente no mercado.,"Compei, eu passei rapidamente no mercado.",2.219,4,0.8974,,4.913,4.6222,4.7209,4.3297,4.6336,3.6397,3.6931,3.9999,4.913,nisqa_overall,ok,
unsloth,original,v3,12,unsloth\outputs_final_experiment\original\v3\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos f... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F... F...",5.461,46,0.6691,,4.9238,4.5637,4.6968,4.3015,4.5564,3.9384,3.3973,4.0887,4.9238,nisqa_overall,ok,
unsloth,original,v3,17,unsloth\outputs_final_experiment\original\v3\017.wav,Você pode repetir a última informação?,A equádia repetir a última informação.,2.56,9,0.7568,,4.9189,4.5386,4.6782,4.3492,4.6014,3.6371,3.514,4.0326,4.9189,nisqa_overall,ok,
unsloth,original,v3,22,unsloth\outputs_final_experiment\original\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,2.987,0,1.0,,4.4472,4.346,3.9435,3.9499,4.2716,3.939,3.6139,4.1178,4.4472,nisqa_overall,ok,
unsloth,original,v3,27,unsloth\outputs_final_experiment\original\v3\027.wav,O relatório foi concluído.,O relator foi concluído.,1.707,3,0.88,,4.9502,4.5761,4.7548,4.2911,4.6113,3.5311,3.4682,4.0526,4.9502,nisqa_overall,ok,
unsloth,original,v3,32,unsloth\outputs_final_experiment\original\v3\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o indício da palestra, conversamos sobre projetos...",4.693,37,0.6476,,4.8736,4.5662,4.794,4.3781,4.6261,3.8866,3.6157,4.1516,4.8736,nisqa_overall,ok,
unsloth,original,v3,37,unsloth\outputs_final_experiment\original\v3\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginar.,3.072,5,0.8913,,4.8463,4.5844,4.766,4.3933,4.6198,4.0574,3.4724,3.3499,4.8463,nisqa_overall,ok,
unsloth,original,v3,42,unsloth\outputs_final_experiment\original\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da...",4.693,7,0.9195,,4.9637,4.6266,4.851,4.4706,4.6638,3.986,3.4065,4.0434,4.9637,nisqa_overall,ok,
unsloth,original,v3,47,unsloth\outputs_final_experiment\original\v3\047.wav,Hoje acordei mais cedo.,"Hoje, acordei mais cedo.",1.877,0,1.0,,4.865,4.5302,4.7531,4.4569,4.6616,3.6289,3.6514,4.1935,4.865,nisqa_overall,ok,
