indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
60,3,456,Meu irmão chegou em casa pouco antes do jantar,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\6.wav,outputs_final_experiment\original\v3\060.wav,ok,26.88,
61,1,42,A reunião começou às nove horas,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\061.wav,ok,21.95,
61,2,123,A reunião começou às nove horas,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\061.wav,ok,19.08,
61,3,456,A reunião começou às nove horas,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\061.wav,ok,21.17,
62,1,42,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\062.wav,ok,41.2,
62,2,123,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\062.wav,ok,40.17,
62,3,456,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\062.wav,ok,41.44,
63,1,42,Você já terminou a leitura daquele artigo?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\063.wav,ok,24.69,
63,2,123,Você já terminou a leitura daquele artigo?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\063.wav,ok,27.7,
63,3,456,Você já terminou a leitura daquele artigo?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\063.wav,ok,27.84,
64,1,42,O avião pousou sem atrasos,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\064.wav,ok,22.67,
64,2,123,O avião pousou sem atrasos,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\064.wav,ok,21.48,
64,3,456,O avião pousou sem atrasos,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\064.wav,ok,21.61,
65,1,42,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\065.wav,ok,41.81,
65,2,123,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\065.wav,ok,42.19,
65,3,456,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\065.wav,ok,43.11,
66,1,42,O atendimento foi rápido,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\066.wav,ok,17.72,
66,2,123,O atendimento foi rápido,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\066.wav,ok,19.61,
66,3,456,O atendimento foi rápido,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\066.wav,ok,14.66,
67,1,42,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\067.wav,ok,38.95,
67,2,123,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\067.wav,ok,41.22,
67,3,456,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\067.wav,ok,41.56,
68,1,42,O celular descarregou no meio da viagem,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\068.wav,ok,21.3,
68,2,123,O celular descarregou no meio da viagem,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\068.wav,ok,21.95,
68,3,456,O celular descarregou no meio da viagem,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\068.wav,ok,21.5,
69,1,42,Que notícia excelente!,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\069.wav,ok,13.56,
69,2,123,Que notícia excelente!,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\069.wav,ok,14.59,
69,3,456,Que notícia excelente!,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\069.wav,ok,14.17,
70,1,42,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v1\070.wav,ok,32.11,
70,2,123,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v2\070.wav,ok,32.47,
70,3,456,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\7.wav,outputs_final_experiment\original\v3\070.wav,ok,32.23,
71,1,42,O médico chegou pontualmente,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\071.wav,ok,16.84,
71,2,123,O médico chegou pontualmente,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\071.wav,ok,16.05,
71,3,456,O médico chegou pontualmente,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\071.wav,ok,16.27,
72,1,42,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\072.wav,ok,29.38,
72,2,123,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\072.wav,ok,26.5,
72,3,456,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\072.wav,ok,28.17,
73,1,42,O pôr do sol estava especialmente bonito hoje,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\073.wav,ok,24.36,
73,2,123,O pôr do sol estava especialmente bonito hoje,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\073.wav,ok,24.17,
73,3,456,O pôr do sol estava especialmente bonito hoje,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\073.wav,ok,24.47,
74,1,42,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\074.wav,ok,34.3,
74,2,123,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\074.wav,ok,34.59,
74,3,456,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\074.wav,ok,34.31,
75,1,42,O ônibus atrasou alguns minutos,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\075.wav,ok,18.91,
75,2,123,O ônibus atrasou alguns minutos,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\075.wav,ok,18.17,
75,3,456,O ônibus atrasou alguns minutos,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\075.wav,ok,18.53,
76,1,42,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\076.wav,ok,32.86,
76,2,123,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\076.wav,ok,32.53,
76,3,456,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\076.wav,ok,32.73,
77,1,42,Já está tudo pronto?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\077.wav,ok,15.98,
77,2,123,Já está tudo pronto?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\077.wav,ok,15.95,
77,3,456,Já está tudo pronto?,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\077.wav,ok,16.06,
78,1,42,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\078.wav,ok,30.67,
78,2,123,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\078.wav,ok,30.51,
78,3,456,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\078.wav,ok,30.25,
79,1,42,A fila estava enorme,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\079.wav,ok,11.66,
79,2,123,A fila estava enorme,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\079.wav,ok,15.92,
79,3,456,A fila estava enorme,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\079.wav,ok,12.27,
80,1,42,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v1\080.wav,ok,28.08,
80,2,123,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v2\080.wav,ok,27.77,
80,3,456,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\8.wav,outputs_final_experiment\original\v3\080.wav,ok,28.44,
81,1,42,Hoje foi um dia tranquilo,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\9.wav,outputs_final_experiment\original\v1\081.wav,ok,14.17,
81,2,123,Hoje foi um dia tranquilo,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\9.wav,outputs_final_experiment\original\v2\081.wav,ok,18.08,
81,3,456,Hoje foi um dia tranquilo,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\9.wav,outputs_final_experiment\original\v3\081.wav,ok,14.8,
82,1,42,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia,original,baseline_ptbr,ArtooDtoo/Orpheus_PTBR_FT_Unsloth_Chk-1800,Adapter PT-BR publico (HF) usado como ponto de partida antes do fine-tune regional paraibano; referenciado em comparacao_audios.csv como hf_ArtooDtoo e em setup_and_run_finetune_artoodtoo.bat como ADAPTER_REPO base.,refs\9.wav,outputs_final_experiment\original\v1\082.wav,ok,30.41,
