id,path,duration_sec,sample_rate,channels,bit_depth,original_path,original_name,text
58,data\58.wav,11.349388,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\converted_xcazt94e1_frase_5_2018-02-06_29_CampinaGrande_Paraiba_Feminino_EnsinoSuperiorCompleto.wav,converted_xcazt94e1_frase_5_2018-02-06_29_CampinaGrande_Paraiba_Feminino_EnsinoSuperiorCompleto.wav,"Meu orientador disse que o professor de português e a professora de matemática se casaram e foram morar na Nigéria, onde o clima está muito diferente de 10 anos atrás."
59,data\59.wav,11.17873,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\converted_xcazt94e1_frase_6_2018-02-06_29_CampinaGrande_Paraiba_Feminino_EnsinoSuperiorCompleto.wav,converted_xcazt94e1_frase_6_2018-02-06_29_CampinaGrande_Paraiba_Feminino_EnsinoSuperiorCompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média. Assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
60,data\60.wav,18.0,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\f4797926-32f2-452c-8e18-97f48b0168e2.wav,f4797926-32f2-452c-8e18-97f48b0168e2.wav,"Segurei a panela de macarrão com apenas uma mão e as duas pilhas que eu lidei caíram no chão. A ranche está embaixo do fogão, deve ser retirada logo, pois tenho medo de réptis de binhocas."
61,data\61.wav,14.024898,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_45r9i2thf_frase_11_2017-12-12_45_CampinaGrande_Paraiba_Masculino_Doutorado.wav,REAL_converted_45r9i2thf_frase_11_2017-12-12_45_CampinaGrande_Paraiba_Masculino_Doutorado.wav,"O biscoito era de chocolate com morango, por isso escolhi o bombom de chocolate ao leite com licor de amarula. Ainda precisamos comprar pó de café, pão francês, abóbora e melão."
62,data\62.wav,13.312018,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_cj1fam4lv_frase_6_2017-11-16_24_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,REAL_converted_cj1fam4lv_frase_6_2017-11-16_24_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,"Você tem razão, a correção da prova não foi justa e a turma tirou notas abaixo da média, assim como a gestão do atual prefeito, a diretoria não está agradando o povo."
63,data\63.wav,9.301406,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_umnmgb9w1_frase_3_2018-02-06_31_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorCompleto.wav,REAL_converted_umnmgb9w1_frase_3_2018-02-06_31_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorCompleto.wav,"Para ganhar, preciso decifrar o código até amanhã. Os papéis foram rasgados, mas ainda é possível limpar informações importantes."
64,data\64.wav,11.605397,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_umnmgb9w1_frase_6_2018-02-06_31_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorCompleto.wav,REAL_converted_umnmgb9w1_frase_6_2018-02-06_31_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorCompleto.wav,"Você tem razão. A correção da prova não foi justa e a turma tirou a nota abaixo da média. Assim como a gestão da tua prefeita, a diretorina está agradando o povo."
65,data\65.wav,7.98771,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_vy2pg5pak_frase_3_2017-12-12_26_CampinaGrande_Paraiba_Masculino_Mestrado.wav,REAL_converted_vy2pg5pak_frase_3_2017-12-12_26_CampinaGrande_Paraiba_Masculino_Mestrado.wav,"Para ganhar, precisa decifrar o código até amanhã. Os papéis foram rasgados, mas ainda é possível dar informações importantes."
66,data\66.wav,9.472018,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_wgolwdw0a_frase_10_2018-08-25_28_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,REAL_converted_wgolwdw0a_frase_10_2018-08-25_28_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,"Esse canal tem baixando pornografia e a abertura do campeonato ocorreu antes de ontem, quando os turistas japoneses procuravam belas casas para lugar."
67,data\67.wav,11.946712,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_wgolwdw0a_frase_12_2018-08-25_28_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,REAL_converted_wgolwdw0a_frase_12_2018-08-25_28_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,"Segurei a panela de macarrão com apenas um urmão e as duas pilhas que eu lidei caíram no chão. A ranche está aí embaixo do fogão. Deve ser retirada logo, pois tem um medo de réptis e de miocas."
68,data\68.wav,9.472018,22050,1,16,C:\Users\Tumais\Documents\GitHub\fala_pb\dataset\raw\REAL_converted_wgolwdw0a_frase_9_2018-08-25_28_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,REAL_converted_wgolwdw0a_frase_9_2018-08-25_28_CampinaGrande_Paraiba_Masculino_EnsinoSuperiorIncompleto.wav,"O Brasil é um país injusto e desigual. É errado não partilhar a comida com os mais necessitados, mas só volta quem tiver o título de eleitor."
