indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
70,3,456,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/7.wav,original/v3/070.wav,ok,42.72,
71,1,42,O médico chegou pontualmente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/071.wav,ok,6.04,
71,2,123,O médico chegou pontualmente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/071.wav,ok,6.29,
71,3,456,O médico chegou pontualmente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/071.wav,ok,11.42,
72,1,42,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/072.wav,ok,12.08,
72,2,123,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/072.wav,ok,18.09,
72,3,456,Você sabe qual é o número da sala onde acontecerá a entrevista?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/072.wav,ok,14.65,
73,1,42,O pôr do sol estava especialmente bonito hoje,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/073.wav,ok,11.02,
73,2,123,O pôr do sol estava especialmente bonito hoje,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/073.wav,ok,7.59,
73,3,456,O pôr do sol estava especialmente bonito hoje,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/073.wav,ok,20.1,
74,1,42,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/074.wav,ok,15.89,
74,2,123,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/074.wav,ok,28.55,
74,3,456,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/074.wav,ok,14.42,
75,1,42,O ônibus atrasou alguns minutos,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/075.wav,ok,16.3,
75,2,123,O ônibus atrasou alguns minutos,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/075.wav,ok,5.9,
75,3,456,O ônibus atrasou alguns minutos,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/075.wav,ok,19.49,
76,1,42,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/076.wav,ok,87.88,
76,2,123,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/076.wav,ok,17.32,
76,3,456,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/076.wav,ok,15.89,
77,1,42,Já está tudo pronto?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/077.wav,ok,17.05,
77,2,123,Já está tudo pronto?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/077.wav,ok,3.92,
77,3,456,Já está tudo pronto?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/077.wav,ok,3.63,
78,1,42,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/078.wav,ok,22.88,
78,2,123,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/078.wav,ok,25.69,
78,3,456,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/078.wav,ok,33.13,
79,1,42,A fila estava enorme,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/079.wav,ok,4.95,
79,2,123,A fila estava enorme,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/079.wav,ok,12.34,
79,3,456,A fila estava enorme,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/079.wav,ok,10.25,
80,1,42,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v1/080.wav,ok,21.25,
80,2,123,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v2/080.wav,ok,21.77,
80,3,456,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/8.wav,original/v3/080.wav,ok,17.49,
81,1,42,Hoje foi um dia tranquilo,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/081.wav,ok,5.58,
81,2,123,Hoje foi um dia tranquilo,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/081.wav,ok,18.44,
81,3,456,Hoje foi um dia tranquilo,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/081.wav,ok,4.32,
82,1,42,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/082.wav,ok,15.79,
82,2,123,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/082.wav,ok,16.55,
82,3,456,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/082.wav,ok,15.76,
83,1,42,Você ouviu aquele barulho estranho?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/083.wav,ok,5.16,
83,2,123,Você ouviu aquele barulho estranho?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/083.wav,ok,15.0,
83,3,456,Você ouviu aquele barulho estranho?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/083.wav,ok,8.4,
84,1,42,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/084.wav,ok,14.97,
84,2,123,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/084.wav,ok,17.45,
84,3,456,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/084.wav,ok,14.93,
85,1,42,O trânsito melhorou bastante,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/085.wav,ok,4.51,
85,2,123,O trânsito melhorou bastante,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/085.wav,ok,5.92,
85,3,456,O trânsito melhorou bastante,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/085.wav,ok,11.9,
86,1,42,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/086.wav,ok,22.4,
86,2,123,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/086.wav,ok,16.65,
86,3,456,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/086.wav,ok,44.97,
87,1,42,O relógio marcou exatamente sete horas da manhã,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/087.wav,ok,11.17,
87,2,123,O relógio marcou exatamente sete horas da manhã,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/087.wav,ok,45.17,
87,3,456,O relógio marcou exatamente sete horas da manhã,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/087.wav,ok,17.83,
88,1,42,O funcionário organizou os documentos para facilitar futuras consultas,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/088.wav,ok,18.25,
88,2,123,O funcionário organizou os documentos para facilitar futuras consultas,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/088.wav,ok,28.71,
88,3,456,O funcionário organizou os documentos para facilitar futuras consultas,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/088.wav,ok,11.54,
89,1,42,O jantar estava ótimo,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/089.wav,ok,16.83,
89,2,123,O jantar estava ótimo,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/089.wav,ok,6.52,
89,3,456,O jantar estava ótimo,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/089.wav,ok,5.86,
90,1,42,Será que ainda há vagas disponíveis?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v1/090.wav,ok,9.0,
90,2,123,Será que ainda há vagas disponíveis?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v2/090.wav,ok,7.58,
90,3,456,Será que ainda há vagas disponíveis?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/9.wav,original/v3/090.wav,ok,11.64,
91,1,42,A entrega foi realizada com sucesso,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/091.wav,ok,8.5,
91,2,123,A entrega foi realizada com sucesso,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/091.wav,ok,20.41,
91,3,456,A entrega foi realizada com sucesso,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/091.wav,ok,10.08,
92,1,42,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/092.wav,ok,21.88,
92,2,123,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/092.wav,ok,27.71,
92,3,456,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/092.wav,ok,22.17,
93,1,42,O teatro estava cheio naquela noite,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/093.wav,ok,17.59,
93,2,123,O teatro estava cheio naquela noite,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/093.wav,ok,9.05,
93,3,456,O teatro estava cheio naquela noite,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/093.wav,ok,14.64,
94,1,42,Você costuma acordar cedo nos fins de semana?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/094.wav,ok,18.17,
94,2,123,Você costuma acordar cedo nos fins de semana?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/094.wav,ok,18.87,
94,3,456,Você costuma acordar cedo nos fins de semana?,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/094.wav,ok,15.6,
95,1,42,O comerciante percebeu um aumento significativo no movimento durante o período de férias,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/095.wav,ok,24.56,
95,2,123,O comerciante percebeu um aumento significativo no movimento durante o período de férias,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/095.wav,ok,14.58,
95,3,456,O comerciante percebeu um aumento significativo no movimento durante o período de férias,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/095.wav,ok,18.14,
96,1,42,O parque abriu normalmente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/096.wav,ok,7.0,
96,2,123,O parque abriu normalmente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/096.wav,ok,13.65,
96,3,456,O parque abriu normalmente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/096.wav,ok,10.03,
97,1,42,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/097.wav,ok,16.16,
97,2,123,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/097.wav,ok,20.1,
97,3,456,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/097.wav,ok,18.32,
98,1,42,O tempo mudou rapidamente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/098.wav,ok,23.01,
98,2,123,O tempo mudou rapidamente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/098.wav,ok,19.2,
98,3,456,O tempo mudou rapidamente,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/098.wav,ok,7.94,
99,1,42,Eu gostaria de confirmar o horário exato da próxima reunião,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/099.wav,ok,18.79,
99,2,123,Eu gostaria de confirmar o horário exato da próxima reunião,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/099.wav,ok,25.89,
99,3,456,Eu gostaria de confirmar o horário exato da próxima reunião,original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/099.wav,ok,17.18,
100,1,42,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v1/100.wav,ok,23.48,
100,2,123,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v2/100.wav,ok,18.89,
100,3,456,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto",original,fishaudio/fish-speech-1.5,"model.pth (pré-treino Hub, sem LoRA)",Modelo base fish-speech-1.5 sem adaptação regional,refs/10.wav,original/v3/100.wav,ok,16.47,
1,1,42,Hoje o trânsito estava tranquilo,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v1/001.wav,ok,4.91,
1,2,123,Hoje o trânsito estava tranquilo,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v2/001.wav,ok,5.5,
1,3,456,Hoje o trânsito estava tranquilo,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v3/001.wav,ok,4.95,
2,1,42,Você conseguiu encontrar o endereço correto da reunião?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v1/002.wav,ok,21.84,
2,2,123,Você conseguiu encontrar o endereço correto da reunião?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v2/002.wav,ok,12.12,
2,3,456,Você conseguiu encontrar o endereço correto da reunião?,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v3/002.wav,ok,5.63,
3,1,42,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v1/003.wav,ok,14.58,
3,2,123,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v2/003.wav,ok,25.02,
3,3,456,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança",ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v3/003.wav,ok,23.53,
4,1,42,O café estava tão quente que precisei esperar alguns minutos antes de beber,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v1/004.wav,ok,13.27,
4,2,123,O café estava tão quente que precisei esperar alguns minutos antes de beber,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v2/004.wav,ok,15.73,
4,3,456,O café estava tão quente que precisei esperar alguns minutos antes de beber,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v3/004.wav,ok,21.44,
5,1,42,Que surpresa agradável encontrar vocês por aqui!,ajustado,paraiba_20260510_031412,step_000010488.ckpt,"1) Artefatos de validação perceptiva (listening_comparison, inference_audio, Eyshla) | 2) Experimento selecionado: paraiba_20260510_031412 | 3) Checkpoint LoRA: step_000010488.ckpt | 4) eval_loss época sintética: 8.9629 | 5) Pesos fundidos em final_merged_llama (merge_lora do último step_*.ckpt)",refs/1.wav,ajustado/v1/005.wav,ok,7.77,
